"School_Name","Region","Salary_Type","Salary"
"San Francisco State University (SFSU)","California","Mid_Career_25th_Percentile_Salary",62700
"San Diego State University (SDSU)","California","Mid_Career_25th_Percentile_Salary",61800
"California State University, Long Beach (CSULB)","California","Mid_Career_25th_Percentile_Salary",62500
"California State University, East Bay (CSUEB)","California","Mid_Career_25th_Percentile_Salary",62400
"University of California, Santa Cruz (UCSC)","California","Mid_Career_25th_Percentile_Salary",62000
"California State University, Sacramento (CSUS)","California","Mid_Career_25th_Percentile_Salary",59600
"University of California, Riverside (UCR)","California","Mid_Career_25th_Percentile_Salary",59900
"California State University, Northridge (CSUN)","California","Mid_Career_25th_Percentile_Salary",57800
"California State University, Dominguez Hills (CSUDH)","California","Mid_Career_25th_Percentile_Salary",47000
"California State University (CSU), Stanislaus","California","Mid_Career_25th_Percentile_Salary",50500
"Humboldt State University","California","Mid_Career_25th_Percentile_Salary",56300
"Thomas Aquinas College","California","Mid_Career_25th_Percentile_Salary",44600
"Colorado School of Mines","Western","Mid_Career_25th_Percentile_Salary",87900
"University of Colorado - Boulder (UCB)","Western","Mid_Career_25th_Percentile_Salary",69000
"New Mexico Institute of Mining and Technology (New Mexico Tech)","Western","Mid_Career_25th_Percentile_Salary",67400
"Brigham Young University (BYU)","Western","Mid_Career_25th_Percentile_Salary",68500
"University of Arizona","Western","Mid_Career_25th_Percentile_Salary",61700
"University of Washington (UW)","Western","Mid_Career_25th_Percentile_Salary",59800
"Washington State University (WSU)","Western","Mid_Career_25th_Percentile_Salary",59000
"University of Colorado - Denver","Western","Mid_Career_25th_Percentile_Salary",58600
"Arizona State University (ASU)","Western","Mid_Career_25th_Percentile_Salary",60700
"Oregon State University (OSU)","Western","Mid_Career_25th_Percentile_Salary",64000
"University of Utah","Western","Mid_Career_25th_Percentile_Salary",58400
"University of Nevada, Reno (UNR)","Western","Mid_Career_25th_Percentile_Salary",54600
"Seattle University","Western","Mid_Career_25th_Percentile_Salary",62400
"University of Idaho","Western","Mid_Career_25th_Percentile_Salary",56700
"University of New Mexico (UNM)","Western","Mid_Career_25th_Percentile_Salary",59100
"University of Puget Sound","Western","Mid_Career_25th_Percentile_Salary",60100
"Colorado College (CC)","Western","Mid_Career_25th_Percentile_Salary",43000
"Reed College","Western","Mid_Career_25th_Percentile_Salary",67400
"Whitman College","Western","Mid_Career_25th_Percentile_Salary",64800
"New Mexico State University","Western","Mid_Career_25th_Percentile_Salary",53800
"Colorado State University (CSU)","Western","Mid_Career_25th_Percentile_Salary",57100
"University of Wyoming (UW)","Western","Mid_Career_25th_Percentile_Salary",54000
"Utah State University","Western","Mid_Career_25th_Percentile_Salary",55400
"University of Oregon","Western","Mid_Career_25th_Percentile_Salary",56200
"Montana State University - Bozeman","Western","Mid_Career_25th_Percentile_Salary",58100
"Gonzaga University","Western","Mid_Career_25th_Percentile_Salary",57400
"University of Hawaii","Western","Mid_Career_25th_Percentile_Salary",56300
"Western Washington University","Western","Mid_Career_25th_Percentile_Salary",56700
"Regis University","Western","Mid_Career_25th_Percentile_Salary",55500
"Idaho State University","Western","Mid_Career_25th_Percentile_Salary",49600
"University of Alaska, Anchorage","Western","Mid_Career_25th_Percentile_Salary",56600
"Lewis & Clark College","Western","Mid_Career_25th_Percentile_Salary",53400
"University of Montana","Western","Mid_Career_25th_Percentile_Salary",51500
"University of Nevada, Las Vegas (UNLV)","Western","Mid_Career_25th_Percentile_Salary",52400
"Portland State University (PSU)","Western","Mid_Career_25th_Percentile_Salary",52300
"Eastern Washington University","Western","Mid_Career_25th_Percentile_Salary",50500
"Fort Lewis College","Western","Mid_Career_25th_Percentile_Salary",55000
"Boise State University (BSU)","Western","Mid_Career_25th_Percentile_Salary",48700
"Utah Valley State College","Western","Mid_Career_25th_Percentile_Salary",44100
"Evergreen State College","Western","Mid_Career_25th_Percentile_Salary",47200
"Southern Utah University","Western","Mid_Career_25th_Percentile_Salary",39700
"Montana State University - Billings","Western","Mid_Career_25th_Percentile_Salary",31800
"University of Notre Dame","Midwestern","Mid_Career_25th_Percentile_Salary",85100
"University Of Chicago","Midwestern","Mid_Career_25th_Percentile_Salary",83300
"Carleton College","Midwestern","Mid_Career_25th_Percentile_Salary",69400
"Illinois Institute of Technology (IIT)","Midwestern","Mid_Career_25th_Percentile_Salary",77400
"Case Western Reserve University","Midwestern","Mid_Career_25th_Percentile_Salary",76500
"University of Illinois at Urbana-Champaign (UIUC)","Midwestern","Mid_Career_25th_Percentile_Salary",68900
"Northwestern University","Midwestern","Mid_Career_25th_Percentile_Salary",69100
"University of Missouri - Rolla (UMR)","Midwestern","Mid_Career_25th_Percentile_Salary",80400
"South Dakota School of Mines & Technology","Midwestern","Mid_Career_25th_Percentile_Salary",81900
"University of Michigan","Midwestern","Mid_Career_25th_Percentile_Salary",69400
"Purdue University","Midwestern","Mid_Career_25th_Percentile_Salary",67400
"Marquette University","Midwestern","Mid_Career_25th_Percentile_Salary",67400
"DePauw University","Midwestern","Mid_Career_25th_Percentile_Salary",57400
"University of Wisconsin (UW) - Madison","Midwestern","Mid_Career_25th_Percentile_Salary",62400
"Bradley University","Midwestern","Mid_Career_25th_Percentile_Salary",64900
"St. Olaf College","Midwestern","Mid_Career_25th_Percentile_Salary",61000
"Michigan State University (MSU)","Midwestern","Mid_Career_25th_Percentile_Salary",61500
"DePaul University","Midwestern","Mid_Career_25th_Percentile_Salary",63900
"Iowa State University","Midwestern","Mid_Career_25th_Percentile_Salary",60000
"University of Minnesota","Midwestern","Mid_Career_25th_Percentile_Salary",63200
"Indiana University (IU), Bloomington","Midwestern","Mid_Career_25th_Percentile_Salary",60400
"University of Iowa (UI)","Midwestern","Mid_Career_25th_Percentile_Salary",61100
"Ohio State University (OSU)","Midwestern","Mid_Career_25th_Percentile_Salary",60700
"Denison University","Midwestern","Mid_Career_25th_Percentile_Salary",62100
"University of Illinois at Chicago","Midwestern","Mid_Career_25th_Percentile_Salary",58800
"Oberlin College","Midwestern","Mid_Career_25th_Percentile_Salary",46400
"University of Kansas","Midwestern","Mid_Career_25th_Percentile_Salary",57200
"University of Missouri - Columbia","Midwestern","Mid_Career_25th_Percentile_Salary",57100
"University of Nebraska","Midwestern","Mid_Career_25th_Percentile_Salary",56600
"Northern Illinois University (NIU)","Midwestern","Mid_Career_25th_Percentile_Salary",60200
"Gustavus Adolphus College","Midwestern","Mid_Career_25th_Percentile_Salary",49300
"University of North Dakota","Midwestern","Mid_Career_25th_Percentile_Salary",56400
"Kansas State University (KSU)","Midwestern","Mid_Career_25th_Percentile_Salary",54100
"University of Wisconsin (UW) - Platteville","Midwestern","Mid_Career_25th_Percentile_Salary",61200
"Wittenberg University","Midwestern","Mid_Career_25th_Percentile_Salary",54100
"North Dakota State University (NDSU)","Midwestern","Mid_Career_25th_Percentile_Salary",55800
"Grinnell College","Midwestern","Mid_Career_25th_Percentile_Salary",65100
"Wayne State University","Midwestern","Mid_Career_25th_Percentile_Salary",56200
"University of Toledo","Midwestern","Mid_Career_25th_Percentile_Salary",54100
"University of Wisconsin (UW) - Whitewater","Midwestern","Mid_Career_25th_Percentile_Salary",53500
"Minnesota State University - Mankato","Midwestern","Mid_Career_25th_Percentile_Salary",53800
"University of Wisconsin (UW) - Milwaukee","Midwestern","Mid_Career_25th_Percentile_Salary",54000
"Western Michigan University (WMU)","Midwestern","Mid_Career_25th_Percentile_Salary",52500
"South Dakota State University (SDSU)","Midwestern","Mid_Career_25th_Percentile_Salary",49900
"Ohio University","Midwestern","Mid_Career_25th_Percentile_Salary",52800
"Illinois State University","Midwestern","Mid_Career_25th_Percentile_Salary",55200
"Cleveland State University","Midwestern","Mid_Career_25th_Percentile_Salary",51600
"University of Nebraska at Omaha","Midwestern","Mid_Career_25th_Percentile_Salary",54400
"Southern Illinois University Carbondale","Midwestern","Mid_Career_25th_Percentile_Salary",51300
"Eastern Michigan University","Midwestern","Mid_Career_25th_Percentile_Salary",52800
"Bowling Green State University","Midwestern","Mid_Career_25th_Percentile_Salary",51800
"St. Cloud State University","Midwestern","Mid_Career_25th_Percentile_Salary",49400
"University of Wisconsin (UW) - Parkside","Midwestern","Mid_Career_25th_Percentile_Salary",53100
"University of Akron","Midwestern","Mid_Career_25th_Percentile_Salary",53300
"Missouri State University (MSU)","Midwestern","Mid_Career_25th_Percentile_Salary",46900
"University of Wisconsin (UW) - La Crosse","Midwestern","Mid_Career_25th_Percentile_Salary",47200
"University of Wisconsin (UW) - Stout","Midwestern","Mid_Career_25th_Percentile_Salary",50600
"Robert Morris College (RMC)","Midwestern","Mid_Career_25th_Percentile_Salary",47100
"University of Missouri - St. Louis (UMSL)","Midwestern","Mid_Career_25th_Percentile_Salary",49600
"University of Wisconsin (UW) - Oshkosh","Midwestern","Mid_Career_25th_Percentile_Salary",49700
"University of Missouri - Kansas City (UMKC)","Midwestern","Mid_Career_25th_Percentile_Salary",48100
"University of Wisconsin (UW) - Eau Claire","Midwestern","Mid_Career_25th_Percentile_Salary",47300
"Ball State University (BSU)","Midwestern","Mid_Career_25th_Percentile_Salary",48200
"Park University","Midwestern","Mid_Career_25th_Percentile_Salary",45600
"University of Wisconsin (UW) - Stevens Point","Midwestern","Mid_Career_25th_Percentile_Salary",45100
"Kent State University","Midwestern","Mid_Career_25th_Percentile_Salary",45800
"University of Wisconsin (UW) - Green Bay","Midwestern","Mid_Career_25th_Percentile_Salary",46800
"Indiana Wesleyan University (IWU)","Midwestern","Mid_Career_25th_Percentile_Salary",47800
"Pittsburg State University","Midwestern","Mid_Career_25th_Percentile_Salary",46000
"Davenport University","Midwestern","Mid_Career_25th_Percentile_Salary",38100
"Black Hills State University","Midwestern","Mid_Career_25th_Percentile_Salary",32200
"Rice University","Southern","Mid_Career_25th_Percentile_Salary",82100
"Georgetown University","Southern","Mid_Career_25th_Percentile_Salary",85800
"Duke University","Southern","Mid_Career_25th_Percentile_Salary",77400
"Georgia Institute of Technology","Southern","Mid_Career_25th_Percentile_Salary",85200
"Washington and Lee University","Southern","Mid_Career_25th_Percentile_Salary",82800
"Vanderbilt University","Southern","Mid_Career_25th_Percentile_Salary",68100
"Davidson College","Southern","Mid_Career_25th_Percentile_Salary",70500
"University of Virginia (UVA)","Southern","Mid_Career_25th_Percentile_Salary",71800
"George Washington University (GWU)","Southern","Mid_Career_25th_Percentile_Salary",69600
"Texas A&M University","Southern","Mid_Career_25th_Percentile_Salary",71300
"Tulane University","Southern","Mid_Career_25th_Percentile_Salary",64400
"Virginia Polytechnic Institute and State University (Virginia Tech)","Southern","Mid_Career_25th_Percentile_Salary",71400
"University of Maryland, College Park","Southern","Mid_Career_25th_Percentile_Salary",68300
"University of Richmond","Southern","Mid_Career_25th_Percentile_Salary",59400
"University of Texas (UT) - Austin","Southern","Mid_Career_25th_Percentile_Salary",67400
"Emory University","Southern","Mid_Career_25th_Percentile_Salary",63300
"American University, Washington D.C.","Southern","Mid_Career_25th_Percentile_Salary",62400
"University of Tulsa","Southern","Mid_Career_25th_Percentile_Salary",60300
"Baylor University","Southern","Mid_Career_25th_Percentile_Salary",60700
"University of Florida (UF)","Southern","Mid_Career_25th_Percentile_Salary",62900
"Louisiana State University (LSU)","Southern","Mid_Career_25th_Percentile_Salary",61300
"George Mason University","Southern","Mid_Career_25th_Percentile_Salary",67200
"Clemson University","Southern","Mid_Career_25th_Percentile_Salary",61800
"University of Georgia (UGA)","Southern","Mid_Career_25th_Percentile_Salary",57800
"Auburn University","Southern","Mid_Career_25th_Percentile_Salary",62700
"University of Delaware","Southern","Mid_Career_25th_Percentile_Salary",64000
"Randolph-Macon College","Southern","Mid_Career_25th_Percentile_Salary",54100
"North Carolina State University (NCSU)","Southern","Mid_Career_25th_Percentile_Salary",64800
"University of Oklahoma","Southern","Mid_Career_25th_Percentile_Salary",60300
"University of Arkansas","Southern","Mid_Career_25th_Percentile_Salary",60700
"University of Alabama at Huntsville (UAH)","Southern","Mid_Career_25th_Percentile_Salary",67800
"Howard University","Southern","Mid_Career_25th_Percentile_Salary",60000
"University of North Carolina at Chapel Hill (UNCH)","Southern","Mid_Career_25th_Percentile_Salary",57500
"University of Alabama, Tuscaloosa","Southern","Mid_Career_25th_Percentile_Salary",56500
"University of Texas at Arlington (UTA)","Southern","Mid_Career_25th_Percentile_Salary",61200
"Oklahoma State University","Southern","Mid_Career_25th_Percentile_Salary",56500
"Tennessee Technological University","Southern","Mid_Career_25th_Percentile_Salary",62600
"University of Houston (UH)","Southern","Mid_Career_25th_Percentile_Salary",56200
"University of Mississippi","Southern","Mid_Career_25th_Percentile_Salary",53500
"Lamar University","Southern","Mid_Career_25th_Percentile_Salary",51600
