"School_Name","Region","Salary_Type","Salary"
"Florida Atlantic University (FAU)","Southern","Mid_Career_25th_Percentile_Salary",53000
"University of South Florida (USF)","Southern","Mid_Career_25th_Percentile_Salary",51500
"University of Texas at San Antonio (UTSA)","Southern","Mid_Career_25th_Percentile_Salary",49800
"University of Alabama at Birmingham (UAB)","Southern","Mid_Career_25th_Percentile_Salary",53400
"University of Memphis (U of M)","Southern","Mid_Career_25th_Percentile_Salary",49100
"Appalachian State University","Southern","Mid_Career_25th_Percentile_Salary",50400
"Virginia Commonwealth University (VCU)","Southern","Mid_Career_25th_Percentile_Salary",51900
"East Carolina University (ECU)","Southern","Mid_Career_25th_Percentile_Salary",52000
"Western Carolina University","Southern","Mid_Career_25th_Percentile_Salary",49500
"Jacksonville University","Southern","Mid_Career_25th_Percentile_Salary",47200
"University of North Carolina at Wilmington (UNCW)","Southern","Mid_Career_25th_Percentile_Salary",46600
"Oklahoma City University","Southern","Mid_Career_25th_Percentile_Salary",45400
"Arkansas State University (ASU)","Southern","Mid_Career_25th_Percentile_Salary",45300
"Tarleton State University (TSU)","Southern","Mid_Career_25th_Percentile_Salary",47400
"Morehead State University","Southern","Mid_Career_25th_Percentile_Salary",46500
"Mississippi College","Southern","Mid_Career_25th_Percentile_Salary",43900
"Dallas Baptist University","Southern","Mid_Career_25th_Percentile_Salary",50300
"Austin Peay State University","Southern","Mid_Career_25th_Percentile_Salary",40500
"Saint Leo University","Southern","Mid_Career_25th_Percentile_Salary",41800
"Tusculum College","Southern","Mid_Career_25th_Percentile_Salary",43000
"Virginia Wesleyan College (VWC)","Southern","Mid_Career_25th_Percentile_Salary",37100
"Lee University (Cleveland, TN)","Southern","Mid_Career_25th_Percentile_Salary",44500
"Florida Metropolitan University (FMU)","Southern","Mid_Career_25th_Percentile_Salary",36800
"Dartmouth College","Northeastern","Mid_Career_25th_Percentile_Salary",90200
"Princeton University","Northeastern","Mid_Career_25th_Percentile_Salary",100000
"Massachusetts Institute of Technology (MIT)","Northeastern","Mid_Career_25th_Percentile_Salary",99200
"Yale University","Northeastern","Mid_Career_25th_Percentile_Salary",80600
"Harvard University","Northeastern","Mid_Career_25th_Percentile_Salary",86200
"University of Pennsylvania","Northeastern","Mid_Career_25th_Percentile_Salary",79200
"Polytechnic University of New York, Brooklyn","Northeastern","Mid_Career_25th_Percentile_Salary",94300
"Cooper Union","Northeastern","Mid_Career_25th_Percentile_Salary",80200
"Worcester Polytechnic Institute (WPI)","Northeastern","Mid_Career_25th_Percentile_Salary",91200
"Carnegie Mellon University (CMU)","Northeastern","Mid_Career_25th_Percentile_Salary",80100
"Rensselaer Polytechnic Institute (RPI)","Northeastern","Mid_Career_25th_Percentile_Salary",85500
"Cornell University","Northeastern","Mid_Career_25th_Percentile_Salary",79800
"Bucknell University","Northeastern","Mid_Career_25th_Percentile_Salary",80600
"Brown University","Northeastern","Mid_Career_25th_Percentile_Salary",74400
"Colgate University","Northeastern","Mid_Career_25th_Percentile_Salary",76700
"Columbia University","Northeastern","Mid_Career_25th_Percentile_Salary",71900
"Amherst College","Northeastern","Mid_Career_25th_Percentile_Salary",84900
"Lafayette College","Northeastern","Mid_Career_25th_Percentile_Salary",79300
"Bowdoin College","Northeastern","Mid_Career_25th_Percentile_Salary",74600
"College of the Holy Cross","Northeastern","Mid_Career_25th_Percentile_Salary",65600
"Stevens Institute of Technology","Northeastern","Mid_Career_25th_Percentile_Salary",81900
"Lehigh University","Northeastern","Mid_Career_25th_Percentile_Salary",85000
"Swarthmore College","Northeastern","Mid_Career_25th_Percentile_Salary",67200
"Boston College","Northeastern","Mid_Career_25th_Percentile_Salary",70000
"Williams College","Northeastern","Mid_Career_25th_Percentile_Salary",76400
"Villanova University","Northeastern","Mid_Career_25th_Percentile_Salary",76200
"Fordham University","Northeastern","Mid_Career_25th_Percentile_Salary",65900
"Wesleyan University (Middletown, Connecticut)","Northeastern","Mid_Career_25th_Percentile_Salary",62500
"Wentworth Institute of Technology","Northeastern","Mid_Career_25th_Percentile_Salary",74000
"Bates College","Northeastern","Mid_Career_25th_Percentile_Salary",60700
"Binghamton University","Northeastern","Mid_Career_25th_Percentile_Salary",71200
"Union College","Northeastern","Mid_Career_25th_Percentile_Salary",75200
"New York University (NYU)","Northeastern","Mid_Career_25th_Percentile_Salary",65000
"Vassar College","Northeastern","Mid_Career_25th_Percentile_Salary",60600
"Middlebury College","Northeastern","Mid_Career_25th_Percentile_Salary",69100
"Mount Holyoke College","Northeastern","Mid_Career_25th_Percentile_Salary",57100
"Boston University","Northeastern","Mid_Career_25th_Percentile_Salary",64900
"Drexel University","Northeastern","Mid_Career_25th_Percentile_Salary",72500
"St. John's University, New York","Northeastern","Mid_Career_25th_Percentile_Salary",65400
"Long Island University","Northeastern","Mid_Career_25th_Percentile_Salary",62100
"Stony Brook University","Northeastern","Mid_Career_25th_Percentile_Salary",67100
"Franklin and Marshall College","Northeastern","Mid_Career_25th_Percentile_Salary",55800
"Hofstra University","Northeastern","Mid_Career_25th_Percentile_Salary",67000
"State University of New York (SUNY) at Albany","Northeastern","Mid_Career_25th_Percentile_Salary",63100
"Rutgers University","Northeastern","Mid_Career_25th_Percentile_Salary",65100
"Pratt Institute","Northeastern","Mid_Career_25th_Percentile_Salary",65400
"Pace University","Northeastern","Mid_Career_25th_Percentile_Salary",65400
"Seton Hall University","Northeastern","Mid_Career_25th_Percentile_Salary",70600
"Rider University","Northeastern","Mid_Career_25th_Percentile_Salary",63100
"University of Connecticut (UConn)","Northeastern","Mid_Career_25th_Percentile_Salary",66400
"Providence College","Northeastern","Mid_Career_25th_Percentile_Salary",62900
"University of Massachusetts (UMass) - Amherst","Northeastern","Mid_Career_25th_Percentile_Salary",61300
"Ithaca College","Northeastern","Mid_Career_25th_Percentile_Salary",62400
"University of Massachusetts (UMass) - Lowell","Northeastern","Mid_Career_25th_Percentile_Salary",65000
"Northeastern University","Northeastern","Mid_Career_25th_Percentile_Salary",62700
"Syracuse University","Northeastern","Mid_Career_25th_Percentile_Salary",59400
"Colby College","Northeastern","Mid_Career_25th_Percentile_Salary",63500
"Gettysburg College","Northeastern","Mid_Career_25th_Percentile_Salary",66300
"Pennsylvania State University (PSU)","Northeastern","Mid_Career_25th_Percentile_Salary",62000
"University of Rhode Island (URI)","Northeastern","Mid_Career_25th_Percentile_Salary",60100
"Siena College","Northeastern","Mid_Career_25th_Percentile_Salary",58400
"La Salle University (Philadelphia)","Northeastern","Mid_Career_25th_Percentile_Salary",57500
"Rochester Institute of Technology (RIT)","Northeastern","Mid_Career_25th_Percentile_Salary",62100
"Duquesne University","Northeastern","Mid_Career_25th_Percentile_Salary",59500
"State University of New York (SUNY) at Farmingdale","Northeastern","Mid_Career_25th_Percentile_Salary",59800
"Smith College","Northeastern","Mid_Career_25th_Percentile_Salary",59800
"Hamilton College","Northeastern","Mid_Career_25th_Percentile_Salary",51900
"Wellesley College","Northeastern","Mid_Career_25th_Percentile_Salary",58600
"Widener University","Northeastern","Mid_Career_25th_Percentile_Salary",61400
"University of New Haven","Northeastern","Mid_Career_25th_Percentile_Salary",66100
"Dowling College","Northeastern","Mid_Career_25th_Percentile_Salary",60600
"University of Vermont (UVM)","Northeastern","Mid_Career_25th_Percentile_Salary",58000
"State University of New York (SUNY) at Buffalo","Northeastern","Mid_Career_25th_Percentile_Salary",61400
"State University of New York (SUNY) at Geneseo","Northeastern","Mid_Career_25th_Percentile_Salary",47600
"Fashion Institute of Technology","Northeastern","Mid_Career_25th_Percentile_Salary",60500
"Philadelphia University","Northeastern","Mid_Career_25th_Percentile_Salary",61900
"Ursinus College","Northeastern","Mid_Career_25th_Percentile_Salary",54300
"Adelphi University","Northeastern","Mid_Career_25th_Percentile_Salary",54800
"Juniata College","Northeastern","Mid_Career_25th_Percentile_Salary",67200
"Fairleigh Dickinson University","Northeastern","Mid_Career_25th_Percentile_Salary",56300
"University of New Hampshire (UNH)","Northeastern","Mid_Career_25th_Percentile_Salary",56400
"University of Massachusetts (UMass) - Boston","Northeastern","Mid_Career_25th_Percentile_Salary",53800
"State University of New York (SUNY) at Oswego","Northeastern","Mid_Career_25th_Percentile_Salary",53000
"University of Massachusetts (UMass) - Dartmouth","Northeastern","Mid_Career_25th_Percentile_Salary",56200
"State University of New York (SUNY) at Oneonta","Northeastern","Mid_Career_25th_Percentile_Salary",54300
"Quinnipiac University","Northeastern","Mid_Career_25th_Percentile_Salary",57400
"State University of New York (SUNY) at Plattsburgh","Northeastern","Mid_Career_25th_Percentile_Salary",54100
"Sacred Heart University","Northeastern","Mid_Career_25th_Percentile_Salary",54800
"Skidmore College","Northeastern","Mid_Career_25th_Percentile_Salary",42800
"Moravian College","Northeastern","Mid_Career_25th_Percentile_Salary",56700
"Penn State - Harrisburg","Northeastern","Mid_Career_25th_Percentile_Salary",53100
"Suffolk University","Northeastern","Mid_Career_25th_Percentile_Salary",57800
"Fitchburg State College","Northeastern","Mid_Career_25th_Percentile_Salary",56100
"Roger Williams University","Northeastern","Mid_Career_25th_Percentile_Salary",48500
"University Of Maine","Northeastern","Mid_Career_25th_Percentile_Salary",55600
"State University of New York (SUNY) at Potsdam","Northeastern","Mid_Career_25th_Percentile_Salary",51200
"Niagara University","Northeastern","Mid_Career_25th_Percentile_Salary",57000
"State University of New York (SUNY) at Fredonia","Northeastern","Mid_Career_25th_Percentile_Salary",44200
"University of Southern Maine","Northeastern","Mid_Career_25th_Percentile_Salary",47900
"Mercy College","Northeastern","Mid_Career_25th_Percentile_Salary",47300
"Stanford University","California","Mid_Career_50th_Percentile_Salary",129000
"California Institute of Technology (CIT)","California","Mid_Career_50th_Percentile_Salary",123000
"Harvey Mudd College","California","Mid_Career_50th_Percentile_Salary",122000
"University of California, Berkeley","California","Mid_Career_50th_Percentile_Salary",112000
"Occidental College","California","Mid_Career_50th_Percentile_Salary",105000
"Cal Poly San Luis Obispo","California","Mid_Career_50th_Percentile_Salary",101000
"University of California at Los Angeles (UCLA)","California","Mid_Career_50th_Percentile_Salary",101000
"University of California, San Diego (UCSD)","California","Mid_Career_50th_Percentile_Salary",101000
"Pomona College","California","Mid_Career_50th_Percentile_Salary",101000
"University of Southern California (USC)","California","Mid_Career_50th_Percentile_Salary",99600
"University of California, Davis","California","Mid_Career_50th_Percentile_Salary",99600
"University of California, Irvine (UCI)","California","Mid_Career_50th_Percentile_Salary",96700
"San Jose State University (SJSU)","California","Mid_Career_50th_Percentile_Salary",95600
"University of California, Santa Barbara (UCSB)","California","Mid_Career_50th_Percentile_Salary",95000
"California State University (CSU), Chico","California","Mid_Career_50th_Percentile_Salary",88100
"California State University, Fullerton (CSUF)","California","Mid_Career_50th_Percentile_Salary",87000
"San Francisco State University (SFSU)","California","Mid_Career_50th_Percentile_Salary",86400
"San Diego State University (SDSU)","California","Mid_Career_50th_Percentile_Salary",85200
"California State University, Long Beach (CSULB)","California","Mid_Career_50th_Percentile_Salary",84700
"California State University, East Bay (CSUEB)","California","Mid_Career_50th_Percentile_Salary",84300
"University of California, Santa Cruz (UCSC)","California","Mid_Career_50th_Percentile_Salary",84100
"California State University, Sacramento (CSUS)","California","Mid_Career_50th_Percentile_Salary",82400
"University of California, Riverside (UCR)","California","Mid_Career_50th_Percentile_Salary",81300
"California State University, Northridge (CSUN)","California","Mid_Career_50th_Percentile_Salary",80400
"California State University, Dominguez Hills (CSUDH)","California","Mid_Career_50th_Percentile_Salary",72100
"California State University (CSU), Stanislaus","California","Mid_Career_50th_Percentile_Salary",71400
"Humboldt State University","California","Mid_Career_50th_Percentile_Salary",71300
"Thomas Aquinas College","California","Mid_Career_50th_Percentile_Salary",67500
"Colorado School of Mines","Western","Mid_Career_50th_Percentile_Salary",106000
"University of Colorado - Boulder (UCB)","Western","Mid_Career_50th_Percentile_Salary",97600
"New Mexico Institute of Mining and Technology (New Mexico Tech)","Western","Mid_Career_50th_Percentile_Salary",93400
"Brigham Young University (BYU)","Western","Mid_Career_50th_Percentile_Salary",88600
"University of Arizona","Western","Mid_Career_50th_Percentile_Salary",86100
"University of Washington (UW)","Western","Mid_Career_50th_Percentile_Salary",85300
"Washington State University (WSU)","Western","Mid_Career_50th_Percentile_Salary",84700
"University of Colorado - Denver","Western","Mid_Career_50th_Percentile_Salary",84400
"Arizona State University (ASU)","Western","Mid_Career_50th_Percentile_Salary",84100
"Oregon State University (OSU)","Western","Mid_Career_50th_Percentile_Salary",83300
"University of Utah","Western","Mid_Career_50th_Percentile_Salary",83200
"University of Nevada, Reno (UNR)","Western","Mid_Career_50th_Percentile_Salary",82900
"Seattle University","Western","Mid_Career_50th_Percentile_Salary",82800
"University of Idaho","Western","Mid_Career_50th_Percentile_Salary",82000
"University of New Mexico (UNM)","Western","Mid_Career_50th_Percentile_Salary",81600
"University of Puget Sound","Western","Mid_Career_50th_Percentile_Salary",81500
"Colorado College (CC)","Western","Mid_Career_50th_Percentile_Salary",81400
"Reed College","Western","Mid_Career_50th_Percentile_Salary",81100
"Whitman College","Western","Mid_Career_50th_Percentile_Salary",80100
"New Mexico State University","Western","Mid_Career_50th_Percentile_Salary",79500
"Colorado State University (CSU)","Western","Mid_Career_50th_Percentile_Salary",79000
"University of Wyoming (UW)","Western","Mid_Career_50th_Percentile_Salary",78700
"Utah State University","Western","Mid_Career_50th_Percentile_Salary",78700
"University of Oregon","Western","Mid_Career_50th_Percentile_Salary",78400
"Montana State University - Bozeman","Western","Mid_Career_50th_Percentile_Salary",77500
"Gonzaga University","Western","Mid_Career_50th_Percentile_Salary",76000
"University of Hawaii","Western","Mid_Career_50th_Percentile_Salary",76000
"Western Washington University","Western","Mid_Career_50th_Percentile_Salary",75400
"Regis University","Western","Mid_Career_50th_Percentile_Salary",73800
"Idaho State University","Western","Mid_Career_50th_Percentile_Salary",73400
"University of Alaska, Anchorage","Western","Mid_Career_50th_Percentile_Salary",72600
"Lewis & Clark College","Western","Mid_Career_50th_Percentile_Salary",72600
"University of Montana","Western","Mid_Career_50th_Percentile_Salary",71900
"University of Nevada, Las Vegas (UNLV)","Western","Mid_Career_50th_Percentile_Salary",71600
"Portland State University (PSU)","Western","Mid_Career_50th_Percentile_Salary",70900
"Eastern Washington University","Western","Mid_Career_50th_Percentile_Salary",70900
"Fort Lewis College","Western","Mid_Career_50th_Percentile_Salary",69800
"Boise State University (BSU)","Western","Mid_Career_50th_Percentile_Salary",69500
"Utah Valley State College","Western","Mid_Career_50th_Percentile_Salary",67100
"Evergreen State College","Western","Mid_Career_50th_Percentile_Salary",63900
"Southern Utah University","Western","Mid_Career_50th_Percentile_Salary",56500
"Montana State University - Billings","Western","Mid_Career_50th_Percentile_Salary",50600
"University of Notre Dame","Midwestern","Mid_Career_50th_Percentile_Salary",116000
"University Of Chicago","Midwestern","Mid_Career_50th_Percentile_Salary",113000
"Carleton College","Midwestern","Mid_Career_50th_Percentile_Salary",103000
"Illinois Institute of Technology (IIT)","Midwestern","Mid_Career_50th_Percentile_Salary",97800
"Case Western Reserve University","Midwestern","Mid_Career_50th_Percentile_Salary",96500
"University of Illinois at Urbana-Champaign (UIUC)","Midwestern","Mid_Career_50th_Percentile_Salary",96100
"Northwestern University","Midwestern","Mid_Career_50th_Percentile_Salary",95900
"University of Missouri - Rolla (UMR)","Midwestern","Mid_Career_50th_Percentile_Salary",95800
"South Dakota School of Mines & Technology","Midwestern","Mid_Career_50th_Percentile_Salary",93400
"University of Michigan","Midwestern","Mid_Career_50th_Percentile_Salary",93000
"Purdue University","Midwestern","Mid_Career_50th_Percentile_Salary",90500
"Marquette University","Midwestern","Mid_Career_50th_Percentile_Salary",88400
"DePauw University","Midwestern","Mid_Career_50th_Percentile_Salary",88200
"University of Wisconsin (UW) - Madison","Midwestern","Mid_Career_50th_Percentile_Salary",87800
"Bradley University","Midwestern","Mid_Career_50th_Percentile_Salary",87300
"St. Olaf College","Midwestern","Mid_Career_50th_Percentile_Salary",86200
"Michigan State University (MSU)","Midwestern","Mid_Career_50th_Percentile_Salary",85300
"DePaul University","Midwestern","Mid_Career_50th_Percentile_Salary",84800
"Iowa State University","Midwestern","Mid_Career_50th_Percentile_Salary",84600
"University of Minnesota","Midwestern","Mid_Career_50th_Percentile_Salary",84200
"Indiana University (IU), Bloomington","Midwestern","Mid_Career_50th_Percentile_Salary",84000
"University of Iowa (UI)","Midwestern","Mid_Career_50th_Percentile_Salary",83900
"Ohio State University (OSU)","Midwestern","Mid_Career_50th_Percentile_Salary",83700
"Denison University","Midwestern","Mid_Career_50th_Percentile_Salary",83500
"University of Illinois at Chicago","Midwestern","Mid_Career_50th_Percentile_Salary",81700
"Oberlin College","Midwestern","Mid_Career_50th_Percentile_Salary",81600
"University of Kansas","Midwestern","Mid_Career_50th_Percentile_Salary",81600
"University of Missouri - Columbia","Midwestern","Mid_Career_50th_Percentile_Salary",81000
"University of Nebraska","Midwestern","Mid_Career_50th_Percentile_Salary",80900
"Northern Illinois University (NIU)","Midwestern","Mid_Career_50th_Percentile_Salary",80800
"Gustavus Adolphus College","Midwestern","Mid_Career_50th_Percentile_Salary",80600
"University of North Dakota","Midwestern","Mid_Career_50th_Percentile_Salary",80600
"Kansas State University (KSU)","Midwestern","Mid_Career_50th_Percentile_Salary",79000
"University of Wisconsin (UW) - Platteville","Midwestern","Mid_Career_50th_Percentile_Salary",78500
"Wittenberg University","Midwestern","Mid_Career_50th_Percentile_Salary",78200
"North Dakota State University (NDSU)","Midwestern","Mid_Career_50th_Percentile_Salary",77800
"Grinnell College","Midwestern","Mid_Career_50th_Percentile_Salary",76600
"Wayne State University","Midwestern","Mid_Career_50th_Percentile_Salary",76100
"University of Toledo","Midwestern","Mid_Career_50th_Percentile_Salary",75900
"University of Wisconsin (UW) - Whitewater","Midwestern","Mid_Career_50th_Percentile_Salary",75500
"Minnesota State University - Mankato","Midwestern","Mid_Career_50th_Percentile_Salary",74700
"University of Wisconsin (UW) - Milwaukee","Midwestern","Mid_Career_50th_Percentile_Salary",74600
"Western Michigan University (WMU)","Midwestern","Mid_Career_50th_Percentile_Salary",73800
"South Dakota State University (SDSU)","Midwestern","Mid_Career_50th_Percentile_Salary",73500
"Ohio University","Midwestern","Mid_Career_50th_Percentile_Salary",73400
"Illinois State University","Midwestern","Mid_Career_50th_Percentile_Salary",73400
"Cleveland State University","Midwestern","Mid_Career_50th_Percentile_Salary",73100
"University of Nebraska at Omaha","Midwestern","Mid_Career_50th_Percentile_Salary",72600
"Southern Illinois University Carbondale","Midwestern","Mid_Career_50th_Percentile_Salary",72500
"Eastern Michigan University","Midwestern","Mid_Career_50th_Percentile_Salary",72100
"Bowling Green State University","Midwestern","Mid_Career_50th_Percentile_Salary",72100
"St. Cloud State University","Midwestern","Mid_Career_50th_Percentile_Salary",71400
"University of Wisconsin (UW) - Parkside","Midwestern","Mid_Career_50th_Percentile_Salary",71400
"University of Akron","Midwestern","Mid_Career_50th_Percentile_Salary",70300
"Missouri State University (MSU)","Midwestern","Mid_Career_50th_Percentile_Salary",69500
"University of Wisconsin (UW) - La Crosse","Midwestern","Mid_Career_50th_Percentile_Salary",69300
"University of Wisconsin (UW) - Stout","Midwestern","Mid_Career_50th_Percentile_Salary",68300
"Robert Morris College (RMC)","Midwestern","Mid_Career_50th_Percentile_Salary",68200
"University of Missouri - St. Louis (UMSL)","Midwestern","Mid_Career_50th_Percentile_Salary",67100
"University of Wisconsin (UW) - Oshkosh","Midwestern","Mid_Career_50th_Percentile_Salary",66400
"University of Missouri - Kansas City (UMKC)","Midwestern","Mid_Career_50th_Percentile_Salary",65800
"University of Wisconsin (UW) - Eau Claire","Midwestern","Mid_Career_50th_Percentile_Salary",64800
"Ball State University (BSU)","Midwestern","Mid_Career_50th_Percentile_Salary",64500
"Park University","Midwestern","Mid_Career_50th_Percentile_Salary",64300
"University of Wisconsin (UW) - Stevens Point","Midwestern","Mid_Career_50th_Percentile_Salary",64000
"Kent State University","Midwestern","Mid_Career_50th_Percentile_Salary",62600
"University of Wisconsin (UW) - Green Bay","Midwestern","Mid_Career_50th_Percentile_Salary",60600
"Indiana Wesleyan University (IWU)","Midwestern","Mid_Career_50th_Percentile_Salary",58500
"Pittsburg State University","Midwestern","Mid_Career_50th_Percentile_Salary",58200
"Davenport University","Midwestern","Mid_Career_50th_Percentile_Salary",46600
"Black Hills State University","Midwestern","Mid_Career_50th_Percentile_Salary",43900
"Rice University","Southern","Mid_Career_50th_Percentile_Salary",110000
"Georgetown University","Southern","Mid_Career_50th_Percentile_Salary",110000
"Duke University","Southern","Mid_Career_50th_Percentile_Salary",106000
"Georgia Institute of Technology","Southern","Mid_Career_50th_Percentile_Salary",106000
"Washington and Lee University","Southern","Mid_Career_50th_Percentile_Salary",104000
"Vanderbilt University","Southern","Mid_Career_50th_Percentile_Salary",104000
"Davidson College","Southern","Mid_Career_50th_Percentile_Salary",104000
"University of Virginia (UVA)","Southern","Mid_Career_50th_Percentile_Salary",103000
"George Washington University (GWU)","Southern","Mid_Career_50th_Percentile_Salary",97900
"Texas A&M University","Southern","Mid_Career_50th_Percentile_Salary",96100
"Tulane University","Southern","Mid_Career_50th_Percentile_Salary",95800
"Virginia Polytechnic Institute and State University (Virginia Tech)","Southern","Mid_Career_50th_Percentile_Salary",95400
"University of Maryland, College Park","Southern","Mid_Career_50th_Percentile_Salary",95000
"University of Richmond","Southern","Mid_Career_50th_Percentile_Salary",94600
"University of Texas (UT) - Austin","Southern","Mid_Career_50th_Percentile_Salary",93900
"Emory University","Southern","Mid_Career_50th_Percentile_Salary",91600
"American University, Washington D.C.","Southern","Mid_Career_50th_Percentile_Salary",90800
"University of Tulsa","Southern","Mid_Career_50th_Percentile_Salary",88700
"Baylor University","Southern","Mid_Career_50th_Percentile_Salary",88600
"University of Florida (UF)","Southern","Mid_Career_50th_Percentile_Salary",87900
"Louisiana State University (LSU)","Southern","Mid_Career_50th_Percentile_Salary",87800
"George Mason University","Southern","Mid_Career_50th_Percentile_Salary",86900
"Clemson University","Southern","Mid_Career_50th_Percentile_Salary",86000
"University of Georgia (UGA)","Southern","Mid_Career_50th_Percentile_Salary",86000
"Auburn University","Southern","Mid_Career_50th_Percentile_Salary",84700
"University of Delaware","Southern","Mid_Career_50th_Percentile_Salary",84500
"Randolph-Macon College","Southern","Mid_Career_50th_Percentile_Salary",83600
"North Carolina State University (NCSU)","Southern","Mid_Career_50th_Percentile_Salary",83300
"University of Oklahoma","Southern","Mid_Career_50th_Percentile_Salary",82900
"University of Arkansas","Southern","Mid_Career_50th_Percentile_Salary",82800
"University of Alabama at Huntsville (UAH)","Southern","Mid_Career_50th_Percentile_Salary",82700
"Howard University","Southern","Mid_Career_50th_Percentile_Salary",81800
"University of North Carolina at Chapel Hill (UNCH)","Southern","Mid_Career_50th_Percentile_Salary",81500
"University of Alabama, Tuscaloosa","Southern","Mid_Career_50th_Percentile_Salary",81400
"University of Texas at Arlington (UTA)","Southern","Mid_Career_50th_Percentile_Salary",80800
"Oklahoma State University","Southern","Mid_Career_50th_Percentile_Salary",80700
"Tennessee Technological University","Southern","Mid_Career_50th_Percentile_Salary",80000
"University of Houston (UH)","Southern","Mid_Career_50th_Percentile_Salary",79900
"University of Mississippi","Southern","Mid_Career_50th_Percentile_Salary",79700
"Lamar University","Southern","Mid_Career_50th_Percentile_Salary",79400
"Mississippi State University (MSU)","Southern","Mid_Career_50th_Percentile_Salary",79300
"University of Kentucky (UK)","Southern","Mid_Career_50th_Percentile_Salary",78300
"Texas Christian University (TCU)","Southern","Mid_Career_50th_Percentile_Salary",78100
"West Virginia University (WVU)","Southern","Mid_Career_50th_Percentile_Salary",78100
"University of Maryland Baltimore County (UMBC)","Southern","Mid_Career_50th_Percentile_Salary",77800
"University of Louisiana (UL) at Lafayette","Southern","Mid_Career_50th_Percentile_Salary",76300
"Florida International University (FIU)","Southern","Mid_Career_50th_Percentile_Salary",75500
"University of Tennessee","Southern","Mid_Career_50th_Percentile_Salary",74600
"University of Arkansas - Monticello (UAM)","Southern","Mid_Career_50th_Percentile_Salary",74500
"University of North Carolina at Charlotte (UNCC)","Southern","Mid_Career_50th_Percentile_Salary",74000
"Georgia State University","Southern","Mid_Career_50th_Percentile_Salary",74000
"LeTourneau University","Southern","Mid_Career_50th_Percentile_Salary",73800
"Florida State University (FSU)","Southern","Mid_Career_50th_Percentile_Salary",73000
"University of Texas at El Paso (UTEP)","Southern","Mid_Career_50th_Percentile_Salary",72100
"University of Central Florida (UCF)","Southern","Mid_Career_50th_Percentile_Salary",71700
"University of South Carolina","Southern","Mid_Career_50th_Percentile_Salary",71700
"Florida Atlantic University (FAU)","Southern","Mid_Career_50th_Percentile_Salary",71100
"University of South Florida (USF)","Southern","Mid_Career_50th_Percentile_Salary",71100
"University of Texas at San Antonio (UTSA)","Southern","Mid_Career_50th_Percentile_Salary",70700
"University of Alabama at Birmingham (UAB)","Southern","Mid_Career_50th_Percentile_Salary",70100
"University of Memphis (U of M)","Southern","Mid_Career_50th_Percentile_Salary",69700
"Appalachian State University","Southern","Mid_Career_50th_Percentile_Salary",69100
"Virginia Commonwealth University (VCU)","Southern","Mid_Career_50th_Percentile_Salary",68400
"East Carolina University (ECU)","Southern","Mid_Career_50th_Percentile_Salary",67500
"Western Carolina University","Southern","Mid_Career_50th_Percentile_Salary",66600
"Jacksonville University","Southern","Mid_Career_50th_Percentile_Salary",66200
"University of North Carolina at Wilmington (UNCW)","Southern","Mid_Career_50th_Percentile_Salary",64400
"Oklahoma City University","Southern","Mid_Career_50th_Percentile_Salary",64300
"Arkansas State University (ASU)","Southern","Mid_Career_50th_Percentile_Salary",63300
"Tarleton State University (TSU)","Southern","Mid_Career_50th_Percentile_Salary",62400
"Morehead State University","Southern","Mid_Career_50th_Percentile_Salary",60600
"Mississippi College","Southern","Mid_Career_50th_Percentile_Salary",60400
"Dallas Baptist University","Southern","Mid_Career_50th_Percentile_Salary",60200
"Austin Peay State University","Southern","Mid_Career_50th_Percentile_Salary",59200
"Saint Leo University","Southern","Mid_Career_50th_Percentile_Salary",57800
"Tusculum College","Southern","Mid_Career_50th_Percentile_Salary",55500
"Virginia Wesleyan College (VWC)","Southern","Mid_Career_50th_Percentile_Salary",54900
"Lee University (Cleveland, TN)","Southern","Mid_Career_50th_Percentile_Salary",53900
"Florida Metropolitan University (FMU)","Southern","Mid_Career_50th_Percentile_Salary",51000
"Dartmouth College","Northeastern","Mid_Career_50th_Percentile_Salary",134000
"Princeton University","Northeastern","Mid_Career_50th_Percentile_Salary",131000
"Massachusetts Institute of Technology (MIT)","Northeastern","Mid_Career_50th_Percentile_Salary",126000
"Yale University","Northeastern","Mid_Career_50th_Percentile_Salary",126000
"Harvard University","Northeastern","Mid_Career_50th_Percentile_Salary",124000
"University of Pennsylvania","Northeastern","Mid_Career_50th_Percentile_Salary",120000
"Polytechnic University of New York, Brooklyn","Northeastern","Mid_Career_50th_Percentile_Salary",114000
"Cooper Union","Northeastern","Mid_Career_50th_Percentile_Salary",114000
"Worcester Polytechnic Institute (WPI)","Northeastern","Mid_Career_50th_Percentile_Salary",114000
"Carnegie Mellon University (CMU)","Northeastern","Mid_Career_50th_Percentile_Salary",111000
"Rensselaer Polytechnic Institute (RPI)","Northeastern","Mid_Career_50th_Percentile_Salary",110000
"Cornell University","Northeastern","Mid_Career_50th_Percentile_Salary",110000
"Bucknell University","Northeastern","Mid_Career_50th_Percentile_Salary",110000
"Brown University","Northeastern","Mid_Career_50th_Percentile_Salary",109000
"Colgate University","Northeastern","Mid_Career_50th_Percentile_Salary",108000
"Columbia University","Northeastern","Mid_Career_50th_Percentile_Salary",107000
"Amherst College","Northeastern","Mid_Career_50th_Percentile_Salary",107000
"Lafayette College","Northeastern","Mid_Career_50th_Percentile_Salary",107000
