"School_Name","Region","School_Type","Salary_Type","Salary"
"Massachusetts Institute of Technology (MIT)","Northeastern","Engineering","Starting_Median_Salary",72200
"California Institute of Technology (CIT)","California","Engineering","Starting_Median_Salary",75500
"Harvey Mudd College","California","Engineering","Starting_Median_Salary",71800
"Polytechnic University of New York, Brooklyn","Northeastern","Engineering","Starting_Median_Salary",62400
"Cooper Union","Northeastern","Engineering","Starting_Median_Salary",62200
"Worcester Polytechnic Institute (WPI)","Northeastern","Engineering","Starting_Median_Salary",61000
"Carnegie Mellon University (CMU)","Northeastern","Engineering","Starting_Median_Salary",61800
"Rensselaer Polytechnic Institute (RPI)","Northeastern","Engineering","Starting_Median_Salary",61100
"Georgia Institute of Technology","Southern","Engineering","Starting_Median_Salary",58300
"Colorado School of Mines","Western","Engineering","Starting_Median_Salary",58100
"Stevens Institute of Technology","Northeastern","Engineering","Starting_Median_Salary",60600
"Illinois Institute of Technology (IIT)","Midwestern","Engineering","Starting_Median_Salary",56000
"Wentworth Institute of Technology","Northeastern","Engineering","Starting_Median_Salary",53000
"Virginia Polytechnic Institute and State University (Virginia Tech)","Southern","Engineering","Starting_Median_Salary",53500
"South Dakota School of Mines & Technology","Midwestern","Engineering","Starting_Median_Salary",55800
"New Mexico Institute of Mining and Technology (New Mexico Tech)","Western","Engineering","Starting_Median_Salary",51000
"Rochester Institute of Technology (RIT)","Northeastern","Engineering","Starting_Median_Salary",48900
"Tennessee Technological University","Southern","Engineering","Starting_Median_Salary",46200
"University of Illinois at Urbana-Champaign (UIUC)","Midwestern","Party","Starting_Median_Salary",52900
"University of Maryland, College Park","Southern","Party","Starting_Median_Salary",52000
"University of California, Santa Barbara (UCSB)","California","Party","Starting_Median_Salary",50500
"University of Texas (UT) - Austin","Southern","Party","Starting_Median_Salary",49700
"State University of New York (SUNY) at Albany","Northeastern","Party","Starting_Median_Salary",44500
"University of Florida (UF)","Southern","Party","Starting_Median_Salary",47100
"Louisiana State University (LSU)","Southern","Party","Starting_Median_Salary",46900
"University of Georgia (UGA)","Southern","Party","Starting_Median_Salary",44100
"Pennsylvania State University (PSU)","Northeastern","Party","Starting_Median_Salary",49900
"Arizona State University (ASU)","Western","Party","Starting_Median_Salary",47400
"Indiana University (IU), Bloomington","Midwestern","Party","Starting_Median_Salary",46300
"University of Iowa (UI)","Midwestern","Party","Starting_Median_Salary",44700
"Randolph-Macon College","Southern","Party","Starting_Median_Salary",42600
"University of Alabama, Tuscaloosa","Southern","Party","Starting_Median_Salary",41300
"University of Mississippi","Southern","Party","Starting_Median_Salary",41400
"University of New Hampshire (UNH)","Northeastern","Party","Starting_Median_Salary",41800
"West Virginia University (WVU)","Southern","Party","Starting_Median_Salary",43100
"University of Tennessee","Southern","Party","Starting_Median_Salary",43800
"Ohio University","Midwestern","Party","Starting_Median_Salary",42200
"Florida State University (FSU)","Southern","Party","Starting_Median_Salary",42100
"Bucknell University","Northeastern","Liberal Arts","Starting_Median_Salary",54100
"Colgate University","Northeastern","Liberal Arts","Starting_Median_Salary",52800
"Amherst College","Northeastern","Liberal Arts","Starting_Median_Salary",54500
"Lafayette College","Northeastern","Liberal Arts","Starting_Median_Salary",53900
"Bowdoin College","Northeastern","Liberal Arts","Starting_Median_Salary",48100
"College of the Holy Cross","Northeastern","Liberal Arts","Starting_Median_Salary",50200
"Occidental College","California","Liberal Arts","Starting_Median_Salary",51900
"Washington and Lee University","Southern","Liberal Arts","Starting_Median_Salary",53600
"Swarthmore College","Northeastern","Liberal Arts","Starting_Median_Salary",49700
"Davidson College","Southern","Liberal Arts","Starting_Median_Salary",46100
"Carleton College","Midwestern","Liberal Arts","Starting_Median_Salary",47500
"Williams College","Northeastern","Liberal Arts","Starting_Median_Salary",51700
"Pomona College","California","Liberal Arts","Starting_Median_Salary",48600
"Wesleyan University (Middletown, Connecticut)","Northeastern","Liberal Arts","Starting_Median_Salary",46500
"Bates College","Northeastern","Liberal Arts","Starting_Median_Salary",47300
"Union College","Northeastern","Liberal Arts","Starting_Median_Salary",47200
"University of Richmond","Southern","Liberal Arts","Starting_Median_Salary",48600
"Vassar College","Northeastern","Liberal Arts","Starting_Median_Salary",46000
"Middlebury College","Northeastern","Liberal Arts","Starting_Median_Salary",47700
"Mount Holyoke College","Northeastern","Liberal Arts","Starting_Median_Salary",42400
"Franklin and Marshall College","Northeastern","Liberal Arts","Starting_Median_Salary",49100
"DePauw University","Midwestern","Liberal Arts","Starting_Median_Salary",41400
"St. Olaf College","Midwestern","Liberal Arts","Starting_Median_Salary",45300
"Colby College","Northeastern","Liberal Arts","Starting_Median_Salary",46400
"Gettysburg College","Northeastern","Liberal Arts","Starting_Median_Salary",44700
"Siena College","Northeastern","Liberal Arts","Starting_Median_Salary",45500
"Smith College","Northeastern","Liberal Arts","Starting_Median_Salary",44000
"Hamilton College","Northeastern","Liberal Arts","Starting_Median_Salary",49200
"Randolph-Macon College","Southern","Liberal Arts","Starting_Median_Salary",42600
"Wellesley College","Northeastern","Liberal Arts","Starting_Median_Salary",42800
"Denison University","Midwestern","Liberal Arts","Starting_Median_Salary",42000
"Oberlin College","Midwestern","Liberal Arts","Starting_Median_Salary",43400
"University of Puget Sound","Western","Liberal Arts","Starting_Median_Salary",46600
"Colorado College (CC)","Western","Liberal Arts","Starting_Median_Salary",38500
"Reed College","Western","Liberal Arts","Starting_Median_Salary",40500
"Gustavus Adolphus College","Midwestern","Liberal Arts","Starting_Median_Salary",44500
"Whitman College","Western","Liberal Arts","Starting_Median_Salary",43500
"Ursinus College","Northeastern","Liberal Arts","Starting_Median_Salary",42100
"Juniata College","Northeastern","Liberal Arts","Starting_Median_Salary",41800
"Wittenberg University","Midwestern","Liberal Arts","Starting_Median_Salary",39200
"Grinnell College","Midwestern","Liberal Arts","Starting_Median_Salary",42600
"Skidmore College","Northeastern","Liberal Arts","Starting_Median_Salary",41600
"Moravian College","Northeastern","Liberal Arts","Starting_Median_Salary",42500
"Lewis & Clark College","Western","Liberal Arts","Starting_Median_Salary",38900
"Fort Lewis College","Western","Liberal Arts","Starting_Median_Salary",42000
"Thomas Aquinas College","California","Liberal Arts","Starting_Median_Salary",41500
"Evergreen State College","Western","Liberal Arts","Starting_Median_Salary",39500
"Dartmouth College","Northeastern","Ivy League","Starting_Median_Salary",58000
"Princeton University","Northeastern","Ivy League","Starting_Median_Salary",66500
"Yale University","Northeastern","Ivy League","Starting_Median_Salary",59100
"Harvard University","Northeastern","Ivy League","Starting_Median_Salary",63400
"University of Pennsylvania","Northeastern","Ivy League","Starting_Median_Salary",60900
"Cornell University","Northeastern","Ivy League","Starting_Median_Salary",60300
"Brown University","Northeastern","Ivy League","Starting_Median_Salary",56200
"Columbia University","Northeastern","Ivy League","Starting_Median_Salary",59400
"University of California, Berkeley","California","State","Starting_Median_Salary",59900
"University of Virginia (UVA)","Southern","State","Starting_Median_Salary",52700
"Cal Poly San Luis Obispo","California","State","Starting_Median_Salary",57200
"University of California at Los Angeles (UCLA)","California","State","Starting_Median_Salary",52600
"University of California, San Diego (UCSD)","California","State","Starting_Median_Salary",51100
"University of California, Davis","California","State","Starting_Median_Salary",52300
"University of Colorado - Boulder (UCB)","Western","State","Starting_Median_Salary",47100
"University of California, Irvine (UCI)","California","State","Starting_Median_Salary",48300
"University of Illinois at Urbana-Champaign (UIUC)","Midwestern","State","Starting_Median_Salary",52900
"Texas A&M University","Southern","State","Starting_Median_Salary",49700
"Binghamton University","Northeastern","State","Starting_Median_Salary",53600
"University of Missouri - Rolla (UMR)","Midwestern","State","Starting_Median_Salary",57100
"San Jose State University (SJSU)","California","State","Starting_Median_Salary",53500
"University of Maryland, College Park","Southern","State","Starting_Median_Salary",52000
"University of California, Santa Barbara (UCSB)","California","State","Starting_Median_Salary",50500
"University of Texas (UT) - Austin","Southern","State","Starting_Median_Salary",49700
"University of Michigan","Midwestern","State","Starting_Median_Salary",52700
"Stony Brook University","Northeastern","State","Starting_Median_Salary",49500
"State University of New York (SUNY) at Albany","Northeastern","State","Starting_Median_Salary",44500
"Rutgers University","Northeastern","State","Starting_Median_Salary",50300
"Purdue University","Midwestern","State","Starting_Median_Salary",51400
"University of Connecticut (UConn)","Northeastern","State","Starting_Median_Salary",48000
"University of Massachusetts (UMass) - Amherst","Northeastern","State","Starting_Median_Salary",46600
"California State University (CSU), Chico","California","State","Starting_Median_Salary",47400
"University of Florida (UF)","Southern","State","Starting_Median_Salary",47100
"University of Wisconsin (UW) - Madison","Midwestern","State","Starting_Median_Salary",48900
"Louisiana State University (LSU)","Southern","State","Starting_Median_Salary",46900
"California State University, Fullerton (CSUF)","California","State","Starting_Median_Salary",45700
"George Mason University","Southern","State","Starting_Median_Salary",47800
"University of Massachusetts (UMass) - Lowell","Northeastern","State","Starting_Median_Salary",45400
"San Francisco State University (SFSU)","California","State","Starting_Median_Salary",47300
"University of Arizona","Western","State","Starting_Median_Salary",47500
"Clemson University","Southern","State","Starting_Median_Salary",48400
"University of Georgia (UGA)","Southern","State","Starting_Median_Salary",44100
"Pennsylvania State University (PSU)","Northeastern","State","Starting_Median_Salary",49900
"University of Washington (UW)","Western","State","Starting_Median_Salary",48800
"Michigan State University (MSU)","Midwestern","State","Starting_Median_Salary",46300
"University of Rhode Island (URI)","Northeastern","State","Starting_Median_Salary",43900
"San Diego State University (SDSU)","California","State","Starting_Median_Salary",46200
"Auburn University","Southern","State","Starting_Median_Salary",45400
"Washington State University (WSU)","Western","State","Starting_Median_Salary",45300
"California State University, Long Beach (CSULB)","California","State","Starting_Median_Salary",45100
"Iowa State University","Midwestern","State","Starting_Median_Salary",45400
"University of Delaware","Southern","State","Starting_Median_Salary",45900
"University of Colorado - Denver","Western","State","Starting_Median_Salary",46100
"California State University, East Bay (CSUEB)","California","State","Starting_Median_Salary",49200
"State University of New York (SUNY) at Farmingdale","Northeastern","State","Starting_Median_Salary",47300
"University of Minnesota","Midwestern","State","Starting_Median_Salary",46200
"Arizona State University (ASU)","Western","State","Starting_Median_Salary",47400
"University of California, Santa Cruz (UCSC)","California","State","Starting_Median_Salary",44700
"Indiana University (IU), Bloomington","Midwestern","State","Starting_Median_Salary",46300
"University of Iowa (UI)","Midwestern","State","Starting_Median_Salary",44700
"Ohio State University (OSU)","Midwestern","State","Starting_Median_Salary",44900
"North Carolina State University (NCSU)","Southern","State","Starting_Median_Salary",47200
"Oregon State University (OSU)","Western","State","Starting_Median_Salary",45100
"University of Utah","Western","State","Starting_Median_Salary",45400
"University of Nevada, Reno (UNR)","Western","State","Starting_Median_Salary",46500
"University of Oklahoma","Southern","State","Starting_Median_Salary",44700
"University of Arkansas","Southern","State","Starting_Median_Salary",44100
"University of Vermont (UVM)","Northeastern","State","Starting_Median_Salary",44800
"University of Alabama at Huntsville (UAH)","Southern","State","Starting_Median_Salary",43100
"California State University, Sacramento (CSUS)","California","State","Starting_Median_Salary",47800
"University of Idaho","Western","State","Starting_Median_Salary",44900
"University of Illinois at Chicago","Midwestern","State","Starting_Median_Salary",47500
"State University of New York (SUNY) at Buffalo","Northeastern","State","Starting_Median_Salary",46200
"University of Kansas","Midwestern","State","Starting_Median_Salary",42400
"University of New Mexico (UNM)","Western","State","Starting_Median_Salary",41600
"University of North Carolina at Chapel Hill (UNCH)","Southern","State","Starting_Median_Salary",42900
"University of Alabama, Tuscaloosa","Southern","State","Starting_Median_Salary",41300
"University of California, Riverside (UCR)","California","State","Starting_Median_Salary",46800
"State University of New York (SUNY) at Geneseo","Northeastern","State","Starting_Median_Salary",42300
"University of Missouri - Columbia","Midwestern","State","Starting_Median_Salary",41700
"University of Nebraska","Midwestern","State","Starting_Median_Salary",45700
"University of Texas at Arlington (UTA)","Southern","State","Starting_Median_Salary",45400
"Northern Illinois University (NIU)","Midwestern","State","Starting_Median_Salary",43600
"Oklahoma State University","Southern","State","Starting_Median_Salary",42800
"University of North Dakota","Midwestern","State","Starting_Median_Salary",44000
"California State University, Northridge (CSUN)","California","State","Starting_Median_Salary",45500
"University of Houston (UH)","Southern","State","Starting_Median_Salary",46000
"University of Mississippi","Southern","State","Starting_Median_Salary",41400
"New Mexico State University","Western","State","Starting_Median_Salary",44300
"Lamar University","Southern","State","Starting_Median_Salary",46500
"Mississippi State University (MSU)","Southern","State","Starting_Median_Salary",44500
"Colorado State University (CSU)","Western","State","Starting_Median_Salary",44800
"Kansas State University (KSU)","Midwestern","State","Starting_Median_Salary",43300
"University of Wyoming (UW)","Western","State","Starting_Median_Salary",44500
"Utah State University","Western","State","Starting_Median_Salary",43800
"University of Wisconsin (UW) - Platteville","Midwestern","State","Starting_Median_Salary",45800
"University of Oregon","Western","State","Starting_Median_Salary",42200
"University of Kentucky (UK)","Southern","State","Starting_Median_Salary",42800
"University of New Hampshire (UNH)","Northeastern","State","Starting_Median_Salary",41800
"University of Massachusetts (UMass) - Boston","Northeastern","State","Starting_Median_Salary",45600
"West Virginia University (WVU)","Southern","State","Starting_Median_Salary",43100
"University of Maryland Baltimore County (UMBC)","Southern","State","Starting_Median_Salary",47000
"North Dakota State University (NDSU)","Midwestern","State","Starting_Median_Salary",45100
"State University of New York (SUNY) at Oswego","Northeastern","State","Starting_Median_Salary",38000
"University of Massachusetts (UMass) - Dartmouth","Northeastern","State","Starting_Median_Salary",43200
"Montana State University - Bozeman","Western","State","Starting_Median_Salary",46600
"State University of New York (SUNY) at Oneonta","Northeastern","State","Starting_Median_Salary",37500
"University of Louisiana (UL) at Lafayette","Southern","State","Starting_Median_Salary",41100
"State University of New York (SUNY) at Plattsburgh","Northeastern","State","Starting_Median_Salary",40800
"Wayne State University","Midwestern","State","Starting_Median_Salary",42800
"University of Hawaii","Western","State","Starting_Median_Salary",43800
"University of Toledo","Midwestern","State","Starting_Median_Salary",43100
"Florida International University (FIU)","Southern","State","Starting_Median_Salary",43200
"University of Wisconsin (UW) - Whitewater","Midwestern","State","Starting_Median_Salary",40800
"Western Washington University","Western","State","Starting_Median_Salary",42700
"Minnesota State University - Mankato","Midwestern","State","Starting_Median_Salary",43300
"University of Tennessee","Southern","State","Starting_Median_Salary",43800
"University of Wisconsin (UW) - Milwaukee","Midwestern","State","Starting_Median_Salary",42300
"University of Arkansas - Monticello (UAM)","Southern","State","Starting_Median_Salary",39200
"Penn State - Harrisburg","Northeastern","State","Starting_Median_Salary",45700
"University of North Carolina at Charlotte (UNCC)","Southern","State","Starting_Median_Salary",43100
"Georgia State University","Southern","State","Starting_Median_Salary",41800
"Western Michigan University (WMU)","Midwestern","State","Starting_Median_Salary",42300
"South Dakota State University (SDSU)","Midwestern","State","Starting_Median_Salary",41100
"Idaho State University","Western","State","Starting_Median_Salary",44900
"Ohio University","Midwestern","State","Starting_Median_Salary",42200
"Illinois State University","Midwestern","State","Starting_Median_Salary",42000
"Cleveland State University","Midwestern","State","Starting_Median_Salary",43500
"Florida State University (FSU)","Southern","State","Starting_Median_Salary",42100
"University of Alaska, Anchorage","Western","State","Starting_Median_Salary",45900
"Fitchburg State College","Northeastern","State","Starting_Median_Salary",42400
"University of Nebraska at Omaha","Midwestern","State","Starting_Median_Salary",41500
"Southern Illinois University Carbondale","Midwestern","State","Starting_Median_Salary",43000
"University of Texas at El Paso (UTEP)","Southern","State","Starting_Median_Salary",43400
"California State University, Dominguez Hills (CSUDH)","California","State","Starting_Median_Salary",42700
"University Of Maine","Northeastern","State","Starting_Median_Salary",41200
"Eastern Michigan University","Midwestern","State","Starting_Median_Salary",40300
"Bowling Green State University","Midwestern","State","Starting_Median_Salary",39800
"University of Montana","Western","State","Starting_Median_Salary",37300
"University of Central Florida (UCF)","Southern","State","Starting_Median_Salary",42600
"University of South Carolina","Southern","State","Starting_Median_Salary",40000
"University of Nevada, Las Vegas (UNLV)","Western","State","Starting_Median_Salary",45200
"St. Cloud State University","Midwestern","State","Starting_Median_Salary",41800
"University of Wisconsin (UW) - Parkside","Midwestern","State","Starting_Median_Salary",40700
"California State University (CSU), Stanislaus","California","State","Starting_Median_Salary",38000
"Humboldt State University","California","State","Starting_Median_Salary",42600
"Florida Atlantic University (FAU)","Southern","State","Starting_Median_Salary",42600
"University of South Florida (USF)","Southern","State","Starting_Median_Salary",41100
"Portland State University (PSU)","Western","State","Starting_Median_Salary",42600
"Eastern Washington University","Western","State","Starting_Median_Salary",38600
"University of Texas at San Antonio (UTSA)","Southern","State","Starting_Median_Salary",42500
"University of Akron","Midwestern","State","Starting_Median_Salary",41100
"State University of New York (SUNY) at Potsdam","Northeastern","State","Starting_Median_Salary",38000
"University of Alabama at Birmingham (UAB)","Southern","State","Starting_Median_Salary",39200
"University of Memphis (U of M)","Southern","State","Starting_Median_Salary",41400
"Boise State University (BSU)","Western","State","Starting_Median_Salary",40800
"Missouri State University (MSU)","Midwestern","State","Starting_Median_Salary",36100
"University of Wisconsin (UW) - La Crosse","Midwestern","State","Starting_Median_Salary",42200
"Appalachian State University","Southern","State","Starting_Median_Salary",40400
"Virginia Commonwealth University (VCU)","Southern","State","Starting_Median_Salary",42000
"University of Wisconsin (UW) - Stout","Midwestern","State","Starting_Median_Salary",43600
"East Carolina University (ECU)","Southern","State","Starting_Median_Salary",40200
"Utah Valley State College","Western","State","Starting_Median_Salary",42400
"University of Missouri - St. Louis (UMSL)","Midwestern","State","Starting_Median_Salary",41400
"Western Carolina University","Southern","State","Starting_Median_Salary",36900
"University of Wisconsin (UW) - Oshkosh","Midwestern","State","Starting_Median_Salary",39300
"State University of New York (SUNY) at Fredonia","Northeastern","State","Starting_Median_Salary",37800
"University of Missouri - Kansas City (UMKC)","Midwestern","State","Starting_Median_Salary",38900
"University of Wisconsin (UW) - Eau Claire","Midwestern","State","Starting_Median_Salary",41400
"Ball State University (BSU)","Midwestern","State","Starting_Median_Salary",39100
"University of North Carolina at Wilmington (UNCW)","Southern","State","Starting_Median_Salary",37500
"University of Wisconsin (UW) - Stevens Point","Midwestern","State","Starting_Median_Salary",39800
"University of Southern Maine","Northeastern","State","Starting_Median_Salary",39400
"Arkansas State University (ASU)","Southern","State","Starting_Median_Salary",38700
"Kent State University","Midwestern","State","Starting_Median_Salary",38700
"Tarleton State University (TSU)","Southern","State","Starting_Median_Salary",40800
"University of Wisconsin (UW) - Green Bay","Midwestern","State","Starting_Median_Salary",35800
"Morehead State University","Southern","State","Starting_Median_Salary",34800
"Austin Peay State University","Southern","State","Starting_Median_Salary",37700
"Pittsburg State University","Midwestern","State","Starting_Median_Salary",40400
"Southern Utah University","Western","State","Starting_Median_Salary",41900
"Montana State University - Billings","Western","State","Starting_Median_Salary",37900
"Black Hills State University","Midwestern","State","Starting_Median_Salary",35300
"Massachusetts Institute of Technology (MIT)","Northeastern","Engineering","Mid_Career_Median_Salary",126000
"California Institute of Technology (CIT)","California","Engineering","Mid_Career_Median_Salary",123000
"Harvey Mudd College","California","Engineering","Mid_Career_Median_Salary",122000
"Polytechnic University of New York, Brooklyn","Northeastern","Engineering","Mid_Career_Median_Salary",114000
"Cooper Union","Northeastern","Engineering","Mid_Career_Median_Salary",114000
"Worcester Polytechnic Institute (WPI)","Northeastern","Engineering","Mid_Career_Median_Salary",114000
"Carnegie Mellon University (CMU)","Northeastern","Engineering","Mid_Career_Median_Salary",111000
"Rensselaer Polytechnic Institute (RPI)","Northeastern","Engineering","Mid_Career_Median_Salary",110000
"Georgia Institute of Technology","Southern","Engineering","Mid_Career_Median_Salary",106000
"Colorado School of Mines","Western","Engineering","Mid_Career_Median_Salary",106000
"Stevens Institute of Technology","Northeastern","Engineering","Mid_Career_Median_Salary",105000
"Illinois Institute of Technology (IIT)","Midwestern","Engineering","Mid_Career_Median_Salary",97800
"Wentworth Institute of Technology","Northeastern","Engineering","Mid_Career_Median_Salary",96700
"Virginia Polytechnic Institute and State University (Virginia Tech)","Southern","Engineering","Mid_Career_Median_Salary",95400
"South Dakota School of Mines & Technology","Midwestern","Engineering","Mid_Career_Median_Salary",93400
"New Mexico Institute of Mining and Technology (New Mexico Tech)","Western","Engineering","Mid_Career_Median_Salary",93400
"Rochester Institute of Technology (RIT)","Northeastern","Engineering","Mid_Career_Median_Salary",84600
"Tennessee Technological University","Southern","Engineering","Mid_Career_Median_Salary",80000
"University of Illinois at Urbana-Champaign (UIUC)","Midwestern","Party","Mid_Career_Median_Salary",96100
"University of Maryland, College Park","Southern","Party","Mid_Career_Median_Salary",95000
"University of California, Santa Barbara (UCSB)","California","Party","Mid_Career_Median_Salary",95000
"University of Texas (UT) - Austin","Southern","Party","Mid_Career_Median_Salary",93900
"State University of New York (SUNY) at Albany","Northeastern","Party","Mid_Career_Median_Salary",92200
"University of Florida (UF)","Southern","Party","Mid_Career_Median_Salary",87900
"Louisiana State University (LSU)","Southern","Party","Mid_Career_Median_Salary",87800
"University of Georgia (UGA)","Southern","Party","Mid_Career_Median_Salary",86000
"Pennsylvania State University (PSU)","Northeastern","Party","Mid_Career_Median_Salary",85700
"Arizona State University (ASU)","Western","Party","Mid_Career_Median_Salary",84100
"Indiana University (IU), Bloomington","Midwestern","Party","Mid_Career_Median_Salary",84000
"University of Iowa (UI)","Midwestern","Party","Mid_Career_Median_Salary",83900
"Randolph-Macon College","Southern","Party","Mid_Career_Median_Salary",83600
"University of Alabama, Tuscaloosa","Southern","Party","Mid_Career_Median_Salary",81400
"University of Mississippi","Southern","Party","Mid_Career_Median_Salary",79700
"University of New Hampshire (UNH)","Northeastern","Party","Mid_Career_Median_Salary",78300
"West Virginia University (WVU)","Southern","Party","Mid_Career_Median_Salary",78100
"University of Tennessee","Southern","Party","Mid_Career_Median_Salary",74600
"Ohio University","Midwestern","Party","Mid_Career_Median_Salary",73400
"Florida State University (FSU)","Southern","Party","Mid_Career_Median_Salary",73000
"Bucknell University","Northeastern","Liberal Arts","Mid_Career_Median_Salary",110000
"Colgate University","Northeastern","Liberal Arts","Mid_Career_Median_Salary",108000
"Amherst College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",107000
"Lafayette College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",107000
"Bowdoin College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",107000
"College of the Holy Cross","Northeastern","Liberal Arts","Mid_Career_Median_Salary",106000
"Occidental College","California","Liberal Arts","Mid_Career_Median_Salary",105000
"Washington and Lee University","Southern","Liberal Arts","Mid_Career_Median_Salary",104000
"Swarthmore College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",104000
"Davidson College","Southern","Liberal Arts","Mid_Career_Median_Salary",104000
"Carleton College","Midwestern","Liberal Arts","Mid_Career_Median_Salary",103000
"Williams College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",102000
"Pomona College","California","Liberal Arts","Mid_Career_Median_Salary",101000
"Wesleyan University (Middletown, Connecticut)","Northeastern","Liberal Arts","Mid_Career_Median_Salary",97900
"Bates College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",96500
"Union College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",95800
"University of Richmond","Southern","Liberal Arts","Mid_Career_Median_Salary",94600
"Vassar College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",94600
"Middlebury College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",94200
"Mount Holyoke College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",94100
"Franklin and Marshall College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",92800
"DePauw University","Midwestern","Liberal Arts","Mid_Career_Median_Salary",88300
"St. Olaf College","Midwestern","Liberal Arts","Mid_Career_Median_Salary",86200
"Colby College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",85800
"Gettysburg College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",85800
"Siena College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",85200
"Smith College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",83900
"Hamilton College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",83700
"Randolph-Macon College","Southern","Liberal Arts","Mid_Career_Median_Salary",83600
"Wellesley College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",83500
"Denison University","Midwestern","Liberal Arts","Mid_Career_Median_Salary",83500
"Oberlin College","Midwestern","Liberal Arts","Mid_Career_Median_Salary",81600
"University of Puget Sound","Western","Liberal Arts","Mid_Career_Median_Salary",81500
"Colorado College (CC)","Western","Liberal Arts","Mid_Career_Median_Salary",81400
"Reed College","Western","Liberal Arts","Mid_Career_Median_Salary",81100
"Gustavus Adolphus College","Midwestern","Liberal Arts","Mid_Career_Median_Salary",80600
"Whitman College","Western","Liberal Arts","Mid_Career_Median_Salary",80100
"Ursinus College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",80000
"Juniata College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",78900
"Wittenberg University","Midwestern","Liberal Arts","Mid_Career_Median_Salary",78200
"Grinnell College","Midwestern","Liberal Arts","Mid_Career_Median_Salary",76600
"Skidmore College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",74600
"Moravian College","Northeastern","Liberal Arts","Mid_Career_Median_Salary",74400
"Lewis & Clark College","Western","Liberal Arts","Mid_Career_Median_Salary",72600
"Fort Lewis College","Western","Liberal Arts","Mid_Career_Median_Salary",69800
"Thomas Aquinas College","California","Liberal Arts","Mid_Career_Median_Salary",67500
"Evergreen State College","Western","Liberal Arts","Mid_Career_Median_Salary",63900
"Dartmouth College","Northeastern","Ivy League","Mid_Career_Median_Salary",134000
"Princeton University","Northeastern","Ivy League","Mid_Career_Median_Salary",131000
"Yale University","Northeastern","Ivy League","Mid_Career_Median_Salary",126000
"Harvard University","Northeastern","Ivy League","Mid_Career_Median_Salary",124000
"University of Pennsylvania","Northeastern","Ivy League","Mid_Career_Median_Salary",120000
"Cornell University","Northeastern","Ivy League","Mid_Career_Median_Salary",110000
"Brown University","Northeastern","Ivy League","Mid_Career_Median_Salary",109000
"Columbia University","Northeastern","Ivy League","Mid_Career_Median_Salary",107000
"University of California, Berkeley","California","State","Mid_Career_Median_Salary",112000
"University of Virginia (UVA)","Southern","State","Mid_Career_Median_Salary",103000
"Cal Poly San Luis Obispo","California","State","Mid_Career_Median_Salary",101000
"University of California at Los Angeles (UCLA)","California","State","Mid_Career_Median_Salary",101000
"University of California, San Diego (UCSD)","California","State","Mid_Career_Median_Salary",101000
"University of California, Davis","California","State","Mid_Career_Median_Salary",99600
"University of Colorado - Boulder (UCB)","Western","State","Mid_Career_Median_Salary",97600
"University of California, Irvine (UCI)","California","State","Mid_Career_Median_Salary",96700
"University of Illinois at Urbana-Champaign (UIUC)","Midwestern","State","Mid_Career_Median_Salary",96100
"Texas A&M University","Southern","State","Mid_Career_Median_Salary",96100
"Binghamton University","Northeastern","State","Mid_Career_Median_Salary",95900
"University of Missouri - Rolla (UMR)","Midwestern","State","Mid_Career_Median_Salary",95800
"San Jose State University (SJSU)","California","State","Mid_Career_Median_Salary",95600
"University of Maryland, College Park","Southern","State","Mid_Career_Median_Salary",95000
"University of California, Santa Barbara (UCSB)","California","State","Mid_Career_Median_Salary",95000
"University of Texas (UT) - Austin","Southern","State","Mid_Career_Median_Salary",93900
"University of Michigan","Midwestern","State","Mid_Career_Median_Salary",93000
"Stony Brook University","Northeastern","State","Mid_Career_Median_Salary",93000
"State University of New York (SUNY) at Albany","Northeastern","State","Mid_Career_Median_Salary",92200
"Rutgers University","Northeastern","State","Mid_Career_Median_Salary",91800
"Purdue University","Midwestern","State","Mid_Career_Median_Salary",90500
"University of Connecticut (UConn)","Northeastern","State","Mid_Career_Median_Salary",88800
"University of Massachusetts (UMass) - Amherst","Northeastern","State","Mid_Career_Median_Salary",88200
"California State University (CSU), Chico","California","State","Mid_Career_Median_Salary",88100
"University of Florida (UF)","Southern","State","Mid_Career_Median_Salary",87900
"University of Wisconsin (UW) - Madison","Midwestern","State","Mid_Career_Median_Salary",87800
