"School_Name","School_Type","Salary_Type","Salary"
"Wentworth Institute of Technology","Engineering","Mid_Career_25th_Percentile_Salary",74000
"Virginia Polytechnic Institute and State University (Virginia Tech)","Engineering","Mid_Career_25th_Percentile_Salary",71400
"South Dakota School of Mines & Technology","Engineering","Mid_Career_25th_Percentile_Salary",81900
"New Mexico Institute of Mining and Technology (New Mexico Tech)","Engineering","Mid_Career_25th_Percentile_Salary",67400
"Rochester Institute of Technology (RIT)","Engineering","Mid_Career_25th_Percentile_Salary",62100
"Embry-Riddle Aeronautical University (ERAU)","Engineering","Mid_Career_25th_Percentile_Salary",64000
"Tennessee Technological University","Engineering","Mid_Career_25th_Percentile_Salary",62600
"University of Illinois at Urbana-Champaign (UIUC)","Party","Mid_Career_25th_Percentile_Salary",68900
"University of Maryland, College Park","Party","Mid_Career_25th_Percentile_Salary",68300
"University of California, Santa Barbara (UCSB)","Party","Mid_Career_25th_Percentile_Salary",71200
"University of Texas (UT) - Austin","Party","Mid_Career_25th_Percentile_Salary",67400
"State University of New York (SUNY) at Albany","Party","Mid_Career_25th_Percentile_Salary",63100
"University of Florida (UF)","Party","Mid_Career_25th_Percentile_Salary",62900
"Louisiana State University (LSU)","Party","Mid_Career_25th_Percentile_Salary",61300
"University of Georgia (UGA)","Party","Mid_Career_25th_Percentile_Salary",57800
"Pennsylvania State University (PSU)","Party","Mid_Career_25th_Percentile_Salary",62000
"Arizona State University (ASU)","Party","Mid_Career_25th_Percentile_Salary",60700
"Indiana University (IU), Bloomington","Party","Mid_Career_25th_Percentile_Salary",60400
"University of Iowa (UI)","Party","Mid_Career_25th_Percentile_Salary",61100
"Randolph-Macon College","Party","Mid_Career_25th_Percentile_Salary",54100
"University of Alabama, Tuscaloosa","Party","Mid_Career_25th_Percentile_Salary",56500
"University of Mississippi","Party","Mid_Career_25th_Percentile_Salary",53500
"University of New Hampshire (UNH)","Party","Mid_Career_25th_Percentile_Salary",56400
"West Virginia University (WVU)","Party","Mid_Career_25th_Percentile_Salary",55700
"University of Tennessee","Party","Mid_Career_25th_Percentile_Salary",53200
"Ohio University","Party","Mid_Career_25th_Percentile_Salary",52800
"Florida State University (FSU)","Party","Mid_Career_25th_Percentile_Salary",52800
"Bucknell University","Liberal Arts","Mid_Career_25th_Percentile_Salary",80600
"Colgate University","Liberal Arts","Mid_Career_25th_Percentile_Salary",76700
"Amherst College","Liberal Arts","Mid_Career_25th_Percentile_Salary",84900
"Lafayette College","Liberal Arts","Mid_Career_25th_Percentile_Salary",79300
"Bowdoin College","Liberal Arts","Mid_Career_25th_Percentile_Salary",74600
"College of the Holy Cross","Liberal Arts","Mid_Career_25th_Percentile_Salary",65600
"Occidental College","Liberal Arts","Mid_Career_25th_Percentile_Salary",54800
"Washington and Lee University","Liberal Arts","Mid_Career_25th_Percentile_Salary",82800
"Swarthmore College","Liberal Arts","Mid_Career_25th_Percentile_Salary",67200
"Davidson College","Liberal Arts","Mid_Career_25th_Percentile_Salary",70500
"Carleton College","Liberal Arts","Mid_Career_25th_Percentile_Salary",69400
"Williams College","Liberal Arts","Mid_Career_25th_Percentile_Salary",76400
"Pomona College","Liberal Arts","Mid_Career_25th_Percentile_Salary",63300
"Wesleyan University (Middletown, Connecticut)","Liberal Arts","Mid_Career_25th_Percentile_Salary",62500
"Bates College","Liberal Arts","Mid_Career_25th_Percentile_Salary",60700
"Union College","Liberal Arts","Mid_Career_25th_Percentile_Salary",75200
"University of Richmond","Liberal Arts","Mid_Career_25th_Percentile_Salary",59400
"Vassar College","Liberal Arts","Mid_Career_25th_Percentile_Salary",60600
"Middlebury College","Liberal Arts","Mid_Career_25th_Percentile_Salary",69100
"Mount Holyoke College","Liberal Arts","Mid_Career_25th_Percentile_Salary",57100
"Franklin and Marshall College","Liberal Arts","Mid_Career_25th_Percentile_Salary",55800
"DePauw University","Liberal Arts","Mid_Career_25th_Percentile_Salary",57400
"St. Olaf College","Liberal Arts","Mid_Career_25th_Percentile_Salary",61000
"Colby College","Liberal Arts","Mid_Career_25th_Percentile_Salary",63500
"Gettysburg College","Liberal Arts","Mid_Career_25th_Percentile_Salary",66300
"Siena College","Liberal Arts","Mid_Career_25th_Percentile_Salary",58400
"Smith College","Liberal Arts","Mid_Career_25th_Percentile_Salary",59800
"Hamilton College","Liberal Arts","Mid_Career_25th_Percentile_Salary",51900
"Randolph-Macon College","Liberal Arts","Mid_Career_25th_Percentile_Salary",54100
"Wellesley College","Liberal Arts","Mid_Career_25th_Percentile_Salary",58600
"Denison University","Liberal Arts","Mid_Career_25th_Percentile_Salary",62100
"Oberlin College","Liberal Arts","Mid_Career_25th_Percentile_Salary",46400
"University of Puget Sound","Liberal Arts","Mid_Career_25th_Percentile_Salary",60100
"Colorado College (CC)","Liberal Arts","Mid_Career_25th_Percentile_Salary",43000
"Reed College","Liberal Arts","Mid_Career_25th_Percentile_Salary",67400
"Gustavus Adolphus College","Liberal Arts","Mid_Career_25th_Percentile_Salary",49300
"Whitman College","Liberal Arts","Mid_Career_25th_Percentile_Salary",64800
"Ursinus College","Liberal Arts","Mid_Career_25th_Percentile_Salary",54300
"Juniata College","Liberal Arts","Mid_Career_25th_Percentile_Salary",67200
"Wittenberg University","Liberal Arts","Mid_Career_25th_Percentile_Salary",54100
"Grinnell College","Liberal Arts","Mid_Career_25th_Percentile_Salary",65100
"Skidmore College","Liberal Arts","Mid_Career_25th_Percentile_Salary",42800
"Moravian College","Liberal Arts","Mid_Career_25th_Percentile_Salary",56700
"Lewis & Clark College","Liberal Arts","Mid_Career_25th_Percentile_Salary",53400
"Fort Lewis College","Liberal Arts","Mid_Career_25th_Percentile_Salary",55000
"Thomas Aquinas College","Liberal Arts","Mid_Career_25th_Percentile_Salary",44600
"Evergreen State College","Liberal Arts","Mid_Career_25th_Percentile_Salary",47200
"Dartmouth College","Ivy League","Mid_Career_25th_Percentile_Salary",90200
"Princeton University","Ivy League","Mid_Career_25th_Percentile_Salary",100000
"Yale University","Ivy League","Mid_Career_25th_Percentile_Salary",80600
"Harvard University","Ivy League","Mid_Career_25th_Percentile_Salary",86200
"University of Pennsylvania","Ivy League","Mid_Career_25th_Percentile_Salary",79200
"Cornell University","Ivy League","Mid_Career_25th_Percentile_Salary",79800
"Brown University","Ivy League","Mid_Career_25th_Percentile_Salary",74400
"Columbia University","Ivy League","Mid_Career_25th_Percentile_Salary",71900
"University of California, Berkeley","State","Mid_Career_25th_Percentile_Salary",81000
"University of Virginia (UVA)","State","Mid_Career_25th_Percentile_Salary",71800
"Cal Poly San Luis Obispo","State","Mid_Career_25th_Percentile_Salary",74700
"University of California at Los Angeles (UCLA)","State","Mid_Career_25th_Percentile_Salary",72500
"University of California, San Diego (UCSD)","State","Mid_Career_25th_Percentile_Salary",75400
"University of California, Davis","State","Mid_Career_25th_Percentile_Salary",71600
"University of Colorado - Boulder (UCB)","State","Mid_Career_25th_Percentile_Salary",69000
"University of California, Irvine (UCI)","State","Mid_Career_25th_Percentile_Salary",66000
"University of Illinois at Urbana-Champaign (UIUC)","State","Mid_Career_25th_Percentile_Salary",68900
"Texas A&M University","State","Mid_Career_25th_Percentile_Salary",71300
"Binghamton University","State","Mid_Career_25th_Percentile_Salary",71200
"University of Missouri - Rolla (UMR)","State","Mid_Career_25th_Percentile_Salary",80400
"San Jose State University (SJSU)","State","Mid_Career_25th_Percentile_Salary",70500
"University of Maryland, College Park","State","Mid_Career_25th_Percentile_Salary",68300
"University of California, Santa Barbara (UCSB)","State","Mid_Career_25th_Percentile_Salary",71200
"University of Texas (UT) - Austin","State","Mid_Career_25th_Percentile_Salary",67400
"University of Michigan","State","Mid_Career_25th_Percentile_Salary",69400
"Stony Brook University","State","Mid_Career_25th_Percentile_Salary",67100
"State University of New York (SUNY) at Albany","State","Mid_Career_25th_Percentile_Salary",63100
"Rutgers University","State","Mid_Career_25th_Percentile_Salary",65100
"Purdue University","State","Mid_Career_25th_Percentile_Salary",67400
"University of Connecticut (UConn)","State","Mid_Career_25th_Percentile_Salary",66400
"University of Massachusetts (UMass) - Amherst","State","Mid_Career_25th_Percentile_Salary",61300
"California State University (CSU), Chico","State","Mid_Career_25th_Percentile_Salary",62800
"University of Florida (UF)","State","Mid_Career_25th_Percentile_Salary",62900
"University of Wisconsin (UW) - Madison","State","Mid_Career_25th_Percentile_Salary",62400
"Louisiana State University (LSU)","State","Mid_Career_25th_Percentile_Salary",61300
"California State University, Fullerton (CSUF)","State","Mid_Career_25th_Percentile_Salary",62500
"George Mason University","State","Mid_Career_25th_Percentile_Salary",67200
"University of Massachusetts (UMass) - Lowell","State","Mid_Career_25th_Percentile_Salary",65000
"San Francisco State University (SFSU)","State","Mid_Career_25th_Percentile_Salary",62700
"University of Arizona","State","Mid_Career_25th_Percentile_Salary",61700
"Clemson University","State","Mid_Career_25th_Percentile_Salary",61800
"University of Georgia (UGA)","State","Mid_Career_25th_Percentile_Salary",57800
"Pennsylvania State University (PSU)","State","Mid_Career_25th_Percentile_Salary",62000
"University of Washington (UW)","State","Mid_Career_25th_Percentile_Salary",59800
"Michigan State University (MSU)","State","Mid_Career_25th_Percentile_Salary",61500
"University of Rhode Island (URI)","State","Mid_Career_25th_Percentile_Salary",60100
"San Diego State University (SDSU)","State","Mid_Career_25th_Percentile_Salary",61800
"Auburn University","State","Mid_Career_25th_Percentile_Salary",62700
"Washington State University (WSU)","State","Mid_Career_25th_Percentile_Salary",59000
"California State University, Long Beach (CSULB)","State","Mid_Career_25th_Percentile_Salary",62500
"Iowa State University","State","Mid_Career_25th_Percentile_Salary",60000
"University of Delaware","State","Mid_Career_25th_Percentile_Salary",64000
"University of Colorado - Denver","State","Mid_Career_25th_Percentile_Salary",58600
"California State University, East Bay (CSUEB)","State","Mid_Career_25th_Percentile_Salary",62400
"State University of New York (SUNY) at Farmingdale","State","Mid_Career_25th_Percentile_Salary",59800
"University of Minnesota","State","Mid_Career_25th_Percentile_Salary",63200
"Arizona State University (ASU)","State","Mid_Career_25th_Percentile_Salary",60700
"University of California, Santa Cruz (UCSC)","State","Mid_Career_25th_Percentile_Salary",62000
"Indiana University (IU), Bloomington","State","Mid_Career_25th_Percentile_Salary",60400
"University of Iowa (UI)","State","Mid_Career_25th_Percentile_Salary",61100
"Ohio State University (OSU)","State","Mid_Career_25th_Percentile_Salary",60700
"North Carolina State University (NCSU)","State","Mid_Career_25th_Percentile_Salary",64800
"Oregon State University (OSU)","State","Mid_Career_25th_Percentile_Salary",64000
"University of Utah","State","Mid_Career_25th_Percentile_Salary",58400
"University of Nevada, Reno (UNR)","State","Mid_Career_25th_Percentile_Salary",54600
"University of Oklahoma","State","Mid_Career_25th_Percentile_Salary",60300
"University of Arkansas","State","Mid_Career_25th_Percentile_Salary",60700
"University of Vermont (UVM)","State","Mid_Career_25th_Percentile_Salary",58000
"University of Alabama at Huntsville (UAH)","State","Mid_Career_25th_Percentile_Salary",67800
"California State University, Sacramento (CSUS)","State","Mid_Career_25th_Percentile_Salary",59600
"University of Idaho","State","Mid_Career_25th_Percentile_Salary",56700
"University of Illinois at Chicago","State","Mid_Career_25th_Percentile_Salary",58800
"State University of New York (SUNY) at Buffalo","State","Mid_Career_25th_Percentile_Salary",61400
"University of Kansas","State","Mid_Career_25th_Percentile_Salary",57200
"University of New Mexico (UNM)","State","Mid_Career_25th_Percentile_Salary",59100
"University of North Carolina at Chapel Hill (UNCH)","State","Mid_Career_25th_Percentile_Salary",57500
"University of Alabama, Tuscaloosa","State","Mid_Career_25th_Percentile_Salary",56500
"University of California, Riverside (UCR)","State","Mid_Career_25th_Percentile_Salary",59900
"State University of New York (SUNY) at Geneseo","State","Mid_Career_25th_Percentile_Salary",47600
"University of Missouri - Columbia","State","Mid_Career_25th_Percentile_Salary",57100
"University of Nebraska","State","Mid_Career_25th_Percentile_Salary",56600
"University of Texas at Arlington (UTA)","State","Mid_Career_25th_Percentile_Salary",61200
"Northern Illinois University (NIU)","State","Mid_Career_25th_Percentile_Salary",60200
"Oklahoma State University","State","Mid_Career_25th_Percentile_Salary",56500
"University of North Dakota","State","Mid_Career_25th_Percentile_Salary",56400
"California State University, Northridge (CSUN)","State","Mid_Career_25th_Percentile_Salary",57800
"University of Houston (UH)","State","Mid_Career_25th_Percentile_Salary",56200
"University of Mississippi","State","Mid_Career_25th_Percentile_Salary",53500
"New Mexico State University","State","Mid_Career_25th_Percentile_Salary",53800
"Lamar University","State","Mid_Career_25th_Percentile_Salary",51600
"Mississippi State University (MSU)","State","Mid_Career_25th_Percentile_Salary",58800
"Colorado State University (CSU)","State","Mid_Career_25th_Percentile_Salary",57100
"Kansas State University (KSU)","State","Mid_Career_25th_Percentile_Salary",54100
"University of Wyoming (UW)","State","Mid_Career_25th_Percentile_Salary",54000
"Utah State University","State","Mid_Career_25th_Percentile_Salary",55400
"University of Wisconsin (UW) - Platteville","State","Mid_Career_25th_Percentile_Salary",61200
"University of Oregon","State","Mid_Career_25th_Percentile_Salary",56200
"University of Kentucky (UK)","State","Mid_Career_25th_Percentile_Salary",57300
"University of New Hampshire (UNH)","State","Mid_Career_25th_Percentile_Salary",56400
"University of Massachusetts (UMass) - Boston","State","Mid_Career_25th_Percentile_Salary",53800
"West Virginia University (WVU)","State","Mid_Career_25th_Percentile_Salary",55700
"University of Maryland Baltimore County (UMBC)","State","Mid_Career_25th_Percentile_Salary",59100
"North Dakota State University (NDSU)","State","Mid_Career_25th_Percentile_Salary",55800
"State University of New York (SUNY) at Oswego","State","Mid_Career_25th_Percentile_Salary",53000
"University of Massachusetts (UMass) - Dartmouth","State","Mid_Career_25th_Percentile_Salary",56200
"Montana State University - Bozeman","State","Mid_Career_25th_Percentile_Salary",58100
"State University of New York (SUNY) at Oneonta","State","Mid_Career_25th_Percentile_Salary",54300
"University of Louisiana (UL) at Lafayette","State","Mid_Career_25th_Percentile_Salary",54500
"State University of New York (SUNY) at Plattsburgh","State","Mid_Career_25th_Percentile_Salary",54100
"Wayne State University","State","Mid_Career_25th_Percentile_Salary",56200
"University of Hawaii","State","Mid_Career_25th_Percentile_Salary",56300
"University of Toledo","State","Mid_Career_25th_Percentile_Salary",54100
"Florida International University (FIU)","State","Mid_Career_25th_Percentile_Salary",55800
"University of Wisconsin (UW) - Whitewater","State","Mid_Career_25th_Percentile_Salary",53500
"Western Washington University","State","Mid_Career_25th_Percentile_Salary",56700
"Minnesota State University - Mankato","State","Mid_Career_25th_Percentile_Salary",53800
"University of Tennessee","State","Mid_Career_25th_Percentile_Salary",53200
"University of Wisconsin (UW) - Milwaukee","State","Mid_Career_25th_Percentile_Salary",54000
"University of Arkansas - Monticello (UAM)","State","Mid_Career_25th_Percentile_Salary",46100
"Penn State - Harrisburg","State","Mid_Career_25th_Percentile_Salary",53100
"University of North Carolina at Charlotte (UNCC)","State","Mid_Career_25th_Percentile_Salary",53200
"Georgia State University","State","Mid_Career_25th_Percentile_Salary",55300
"Western Michigan University (WMU)","State","Mid_Career_25th_Percentile_Salary",52500
"South Dakota State University (SDSU)","State","Mid_Career_25th_Percentile_Salary",49900
"Idaho State University","State","Mid_Career_25th_Percentile_Salary",49600
"Ohio University","State","Mid_Career_25th_Percentile_Salary",52800
"Illinois State University","State","Mid_Career_25th_Percentile_Salary",55200
"Cleveland State University","State","Mid_Career_25th_Percentile_Salary",51600
"Florida State University (FSU)","State","Mid_Career_25th_Percentile_Salary",52800
"University of Alaska, Anchorage","State","Mid_Career_25th_Percentile_Salary",56600
"Fitchburg State College","State","Mid_Career_25th_Percentile_Salary",56100
"University of Nebraska at Omaha","State","Mid_Career_25th_Percentile_Salary",54400
"Southern Illinois University Carbondale","State","Mid_Career_25th_Percentile_Salary",51300
"University of Texas at El Paso (UTEP)","State","Mid_Career_25th_Percentile_Salary",50400
"California State University, Dominguez Hills (CSUDH)","State","Mid_Career_25th_Percentile_Salary",47000
"University Of Maine","State","Mid_Career_25th_Percentile_Salary",55600
"Eastern Michigan University","State","Mid_Career_25th_Percentile_Salary",52800
"Bowling Green State University","State","Mid_Career_25th_Percentile_Salary",51800
"University of Montana","State","Mid_Career_25th_Percentile_Salary",51500
"University of Central Florida (UCF)","State","Mid_Career_25th_Percentile_Salary",51500
"University of South Carolina","State","Mid_Career_25th_Percentile_Salary",49900
"University of Nevada, Las Vegas (UNLV)","State","Mid_Career_25th_Percentile_Salary",52400
"St. Cloud State University","State","Mid_Career_25th_Percentile_Salary",49400
"University of Wisconsin (UW) - Parkside","State","Mid_Career_25th_Percentile_Salary",53100
"California State University (CSU), Stanislaus","State","Mid_Career_25th_Percentile_Salary",50500
"Humboldt State University","State","Mid_Career_25th_Percentile_Salary",56300
"Florida Atlantic University (FAU)","State","Mid_Career_25th_Percentile_Salary",53000
"University of South Florida (USF)","State","Mid_Career_25th_Percentile_Salary",51500
"Portland State University (PSU)","State","Mid_Career_25th_Percentile_Salary",52300
"Eastern Washington University","State","Mid_Career_25th_Percentile_Salary",50500
"University of Texas at San Antonio (UTSA)","State","Mid_Career_25th_Percentile_Salary",49800
"University of Akron","State","Mid_Career_25th_Percentile_Salary",53300
"State University of New York (SUNY) at Potsdam","State","Mid_Career_25th_Percentile_Salary",51200
"University of Alabama at Birmingham (UAB)","State","Mid_Career_25th_Percentile_Salary",53400
"University of Memphis (U of M)","State","Mid_Career_25th_Percentile_Salary",49100
"Boise State University (BSU)","State","Mid_Career_25th_Percentile_Salary",48700
"Missouri State University (MSU)","State","Mid_Career_25th_Percentile_Salary",46900
"University of Wisconsin (UW) - La Crosse","State","Mid_Career_25th_Percentile_Salary",47200
"Appalachian State University","State","Mid_Career_25th_Percentile_Salary",50400
"Virginia Commonwealth University (VCU)","State","Mid_Career_25th_Percentile_Salary",51900
"University of Wisconsin (UW) - Stout","State","Mid_Career_25th_Percentile_Salary",50600
"East Carolina University (ECU)","State","Mid_Career_25th_Percentile_Salary",52000
"Utah Valley State College","State","Mid_Career_25th_Percentile_Salary",44100
"University of Missouri - St. Louis (UMSL)","State","Mid_Career_25th_Percentile_Salary",49600
"Western Carolina University","State","Mid_Career_25th_Percentile_Salary",49500
"University of Wisconsin (UW) - Oshkosh","State","Mid_Career_25th_Percentile_Salary",49700
"State University of New York (SUNY) at Fredonia","State","Mid_Career_25th_Percentile_Salary",44200
"University of Missouri - Kansas City (UMKC)","State","Mid_Career_25th_Percentile_Salary",48100
"University of Wisconsin (UW) - Eau Claire","State","Mid_Career_25th_Percentile_Salary",47300
"Ball State University (BSU)","State","Mid_Career_25th_Percentile_Salary",48200
"University of North Carolina at Wilmington (UNCW)","State","Mid_Career_25th_Percentile_Salary",46600
"University of Wisconsin (UW) - Stevens Point","State","Mid_Career_25th_Percentile_Salary",45100
"University of Southern Maine","State","Mid_Career_25th_Percentile_Salary",47900
"Arkansas State University (ASU)","State","Mid_Career_25th_Percentile_Salary",45300
"Kent State University","State","Mid_Career_25th_Percentile_Salary",45800
"Tarleton State University (TSU)","State","Mid_Career_25th_Percentile_Salary",47400
"University of Wisconsin (UW) - Green Bay","State","Mid_Career_25th_Percentile_Salary",46800
"Morehead State University","State","Mid_Career_25th_Percentile_Salary",46500
"Austin Peay State University","State","Mid_Career_25th_Percentile_Salary",40500
"Pittsburg State University","State","Mid_Career_25th_Percentile_Salary",46000
"Southern Utah University","State","Mid_Career_25th_Percentile_Salary",39700
"Montana State University - Billings","State","Mid_Career_25th_Percentile_Salary",31800
"Black Hills State University","State","Mid_Career_25th_Percentile_Salary",32200
"Massachusetts Institute of Technology (MIT)","Engineering","Mid_Career_50th_Percentile_Salary",126000
"California Institute of Technology (CIT)","Engineering","Mid_Career_50th_Percentile_Salary",123000
"Harvey Mudd College","Engineering","Mid_Career_50th_Percentile_Salary",122000
"Polytechnic University of New York, Brooklyn","Engineering","Mid_Career_50th_Percentile_Salary",114000
"Cooper Union","Engineering","Mid_Career_50th_Percentile_Salary",114000
"Worcester Polytechnic Institute (WPI)","Engineering","Mid_Career_50th_Percentile_Salary",114000
"Carnegie Mellon University (CMU)","Engineering","Mid_Career_50th_Percentile_Salary",111000
"Rensselaer Polytechnic Institute (RPI)","Engineering","Mid_Career_50th_Percentile_Salary",110000
"Georgia Institute of Technology","Engineering","Mid_Career_50th_Percentile_Salary",106000
"Colorado School of Mines","Engineering","Mid_Career_50th_Percentile_Salary",106000
"Stevens Institute of Technology","Engineering","Mid_Career_50th_Percentile_Salary",105000
"Illinois Institute of Technology (IIT)","Engineering","Mid_Career_50th_Percentile_Salary",97800
"Wentworth Institute of Technology","Engineering","Mid_Career_50th_Percentile_Salary",96700
"Virginia Polytechnic Institute and State University (Virginia Tech)","Engineering","Mid_Career_50th_Percentile_Salary",95400
"South Dakota School of Mines & Technology","Engineering","Mid_Career_50th_Percentile_Salary",93400
"New Mexico Institute of Mining and Technology (New Mexico Tech)","Engineering","Mid_Career_50th_Percentile_Salary",93400
"Rochester Institute of Technology (RIT)","Engineering","Mid_Career_50th_Percentile_Salary",84600
"Embry-Riddle Aeronautical University (ERAU)","Engineering","Mid_Career_50th_Percentile_Salary",80700
"Tennessee Technological University","Engineering","Mid_Career_50th_Percentile_Salary",80000
"University of Illinois at Urbana-Champaign (UIUC)","Party","Mid_Career_50th_Percentile_Salary",96100
"University of Maryland, College Park","Party","Mid_Career_50th_Percentile_Salary",95000
"University of California, Santa Barbara (UCSB)","Party","Mid_Career_50th_Percentile_Salary",95000
"University of Texas (UT) - Austin","Party","Mid_Career_50th_Percentile_Salary",93900
"State University of New York (SUNY) at Albany","Party","Mid_Career_50th_Percentile_Salary",92200
"University of Florida (UF)","Party","Mid_Career_50th_Percentile_Salary",87900
"Louisiana State University (LSU)","Party","Mid_Career_50th_Percentile_Salary",87800
"University of Georgia (UGA)","Party","Mid_Career_50th_Percentile_Salary",86000
"Pennsylvania State University (PSU)","Party","Mid_Career_50th_Percentile_Salary",85700
"Arizona State University (ASU)","Party","Mid_Career_50th_Percentile_Salary",84100
"Indiana University (IU), Bloomington","Party","Mid_Career_50th_Percentile_Salary",84000
"University of Iowa (UI)","Party","Mid_Career_50th_Percentile_Salary",83900
"Randolph-Macon College","Party","Mid_Career_50th_Percentile_Salary",83600
"University of Alabama, Tuscaloosa","Party","Mid_Career_50th_Percentile_Salary",81400
"University of Mississippi","Party","Mid_Career_50th_Percentile_Salary",79700
"University of New Hampshire (UNH)","Party","Mid_Career_50th_Percentile_Salary",78300
"West Virginia University (WVU)","Party","Mid_Career_50th_Percentile_Salary",78100
"University of Tennessee","Party","Mid_Career_50th_Percentile_Salary",74600
"Ohio University","Party","Mid_Career_50th_Percentile_Salary",73400
"Florida State University (FSU)","Party","Mid_Career_50th_Percentile_Salary",73000
"Bucknell University","Liberal Arts","Mid_Career_50th_Percentile_Salary",110000
"Colgate University","Liberal Arts","Mid_Career_50th_Percentile_Salary",108000
"Amherst College","Liberal Arts","Mid_Career_50th_Percentile_Salary",107000
"Lafayette College","Liberal Arts","Mid_Career_50th_Percentile_Salary",107000
"Bowdoin College","Liberal Arts","Mid_Career_50th_Percentile_Salary",107000
"College of the Holy Cross","Liberal Arts","Mid_Career_50th_Percentile_Salary",106000
"Occidental College","Liberal Arts","Mid_Career_50th_Percentile_Salary",105000
"Washington and Lee University","Liberal Arts","Mid_Career_50th_Percentile_Salary",104000
"Swarthmore College","Liberal Arts","Mid_Career_50th_Percentile_Salary",104000
"Davidson College","Liberal Arts","Mid_Career_50th_Percentile_Salary",104000
"Carleton College","Liberal Arts","Mid_Career_50th_Percentile_Salary",103000
"Williams College","Liberal Arts","Mid_Career_50th_Percentile_Salary",102000
"Pomona College","Liberal Arts","Mid_Career_50th_Percentile_Salary",101000
"Wesleyan University (Middletown, Connecticut)","Liberal Arts","Mid_Career_50th_Percentile_Salary",97900
"Bates College","Liberal Arts","Mid_Career_50th_Percentile_Salary",96500
"Union College","Liberal Arts","Mid_Career_50th_Percentile_Salary",95800
"University of Richmond","Liberal Arts","Mid_Career_50th_Percentile_Salary",94600
"Vassar College","Liberal Arts","Mid_Career_50th_Percentile_Salary",94600
"Middlebury College","Liberal Arts","Mid_Career_50th_Percentile_Salary",94200
"Mount Holyoke College","Liberal Arts","Mid_Career_50th_Percentile_Salary",94100
"Franklin and Marshall College","Liberal Arts","Mid_Career_50th_Percentile_Salary",92800
"DePauw University","Liberal Arts","Mid_Career_50th_Percentile_Salary",88300
"St. Olaf College","Liberal Arts","Mid_Career_50th_Percentile_Salary",86200
"Colby College","Liberal Arts","Mid_Career_50th_Percentile_Salary",85800
"Gettysburg College","Liberal Arts","Mid_Career_50th_Percentile_Salary",85800
"Siena College","Liberal Arts","Mid_Career_50th_Percentile_Salary",85200
"Smith College","Liberal Arts","Mid_Career_50th_Percentile_Salary",83900
"Hamilton College","Liberal Arts","Mid_Career_50th_Percentile_Salary",83700
"Randolph-Macon College","Liberal Arts","Mid_Career_50th_Percentile_Salary",83600
"Wellesley College","Liberal Arts","Mid_Career_50th_Percentile_Salary",83500
"Denison University","Liberal Arts","Mid_Career_50th_Percentile_Salary",83500
"Oberlin College","Liberal Arts","Mid_Career_50th_Percentile_Salary",81600
"University of Puget Sound","Liberal Arts","Mid_Career_50th_Percentile_Salary",81500
"Colorado College (CC)","Liberal Arts","Mid_Career_50th_Percentile_Salary",81400
"Reed College","Liberal Arts","Mid_Career_50th_Percentile_Salary",81100
"Gustavus Adolphus College","Liberal Arts","Mid_Career_50th_Percentile_Salary",80600
"Whitman College","Liberal Arts","Mid_Career_50th_Percentile_Salary",80100
"Ursinus College","Liberal Arts","Mid_Career_50th_Percentile_Salary",80000
"Juniata College","Liberal Arts","Mid_Career_50th_Percentile_Salary",78900
"Wittenberg University","Liberal Arts","Mid_Career_50th_Percentile_Salary",78200
"Grinnell College","Liberal Arts","Mid_Career_50th_Percentile_Salary",76600
"Skidmore College","Liberal Arts","Mid_Career_50th_Percentile_Salary",74600
"Moravian College","Liberal Arts","Mid_Career_50th_Percentile_Salary",74400
"Lewis & Clark College","Liberal Arts","Mid_Career_50th_Percentile_Salary",72600
"Fort Lewis College","Liberal Arts","Mid_Career_50th_Percentile_Salary",69800
"Thomas Aquinas College","Liberal Arts","Mid_Career_50th_Percentile_Salary",67500
"Evergreen State College","Liberal Arts","Mid_Career_50th_Percentile_Salary",63900
"Dartmouth College","Ivy League","Mid_Career_50th_Percentile_Salary",134000
"Princeton University","Ivy League","Mid_Career_50th_Percentile_Salary",131000
"Yale University","Ivy League","Mid_Career_50th_Percentile_Salary",126000
"Harvard University","Ivy League","Mid_Career_50th_Percentile_Salary",124000
"University of Pennsylvania","Ivy League","Mid_Career_50th_Percentile_Salary",120000
"Cornell University","Ivy League","Mid_Career_50th_Percentile_Salary",110000
"Brown University","Ivy League","Mid_Career_50th_Percentile_Salary",109000
"Columbia University","Ivy League","Mid_Career_50th_Percentile_Salary",107000
"University of California, Berkeley","State","Mid_Career_50th_Percentile_Salary",112000
"University of Virginia (UVA)","State","Mid_Career_50th_Percentile_Salary",103000
"Cal Poly San Luis Obispo","State","Mid_Career_50th_Percentile_Salary",101000
"University of California at Los Angeles (UCLA)","State","Mid_Career_50th_Percentile_Salary",101000
"University of California, San Diego (UCSD)","State","Mid_Career_50th_Percentile_Salary",101000
"University of California, Davis","State","Mid_Career_50th_Percentile_Salary",99600
"University of Colorado - Boulder (UCB)","State","Mid_Career_50th_Percentile_Salary",97600
"University of California, Irvine (UCI)","State","Mid_Career_50th_Percentile_Salary",96700
"University of Illinois at Urbana-Champaign (UIUC)","State","Mid_Career_50th_Percentile_Salary",96100
"Texas A&M University","State","Mid_Career_50th_Percentile_Salary",96100
"Binghamton University","State","Mid_Career_50th_Percentile_Salary",95900
"University of Missouri - Rolla (UMR)","State","Mid_Career_50th_Percentile_Salary",95800
